readcode,medcode,term,symptom_code
F356100,6884,Morton's neuralgia,Neuropathic_pain
N143.00,313,Sciatica,Neuropathic_pain
N144011,16884,Thoracic nerve root pain,Neuropathic_pain
N241000,1338,Myalgia unspecified,Neuropathic_pain
N241012,5440,Muscle pain,Neuropathic_pain
N242.00,54992,"Neuralgia, neuritis and radiculitis unspecified",Neuropathic_pain
N242000,2284,Neuralgia unspecified,Neuropathic_pain
N242300,11544,Neuropathic pain,Neuropathic_pain
N242z00,23839,"Neuralgia, neuritis or radiculitis NOS",Neuropathic_pain
1735.00,7683,Breathless - lying flat,Orthopnoea
1735.11,9089,Orthopnoea symptom,Orthopnoea
2323.00,37704,O/E - orthopnoea,Orthopnoea
R060200,11451,[D]Orthopnoea,Orthopnoea
1B55.00,18564,Dizziness on standing up,Orthostatic_hypotension
F17z.12,40383,Autonomic failure,Orthostatic_hypotension
G870.00,8598,Orthostatic hypotension,Orthostatic_hypotension
G870.11,1821,Postural hypotension,Orthostatic_hypotension
1475.00,16481,H/O: trigeminal neuralgia,Pain
15D..00,365,Dyspareunia,Pain
16C..00,2786,Backache symptom,Pain
16C2.00,153,Backache,Pain
16C3.00,8241,Backache with radiation,Pain
16C4.00,24796,Back pain worse on sneezing,Pain
16C5.00,3763,C/O - low back pain,Pain
16C6.00,3324,Back pain without radiation NOS,Pain
16C7.00,6226,C/O - upper back ache,Pain
16C8.00,9801,Exacerbation of backache,Pain
16C9.00,10231,Chronic low back pain,Pain
16CA.00,12189,Mechanical low back pain,Pain
16CZ.00,6472,Backache symptom NOS,Pain
16Z2.00,9196,Growing pains,Pain
16Z2.11,17079,Growing pains symptom,Pain
16ZB000,100698,Pain or discomfort,Pain
16ZC100,1000365,howRthey rating score - pain and/or distress,Pain
1823.00,1865,Precordial pain,Pain
1825.00,1059,Pleuritic pain,Pain
1826.00,32612,Parasternal pain,Pain
1827.00,20490,Painful breathing -pleurodynia,Pain
1827.11,1283,Pleurodynia,Pain
1829.00,1228,Retrosternal pain,Pain
182B.00,2519,Rib pain,Pain
1912.00,2293,Toothache,Pain
1922.00,3207,Sore mouth,Pain
1922.11,15849,Sore mouth - symptom,Pain
1923.00,7892,Sore gums,Pain
1923.11,7283,Sore gums - symptom,Pain
1944.00,18878,Painful swallowing,Pain
1944.11,41885,Odynophagia,Pain
196..00,14989,Type of GIT pain,Pain
196..12,6395,Type of GIT pain - symptom,Pain
1964.00,51337,Shoulder pain from abdomen,Pain
196B.00,11718,Painful rectal bleeding,Pain
196Z.00,44484,Type of GIT pain NOS,Pain
197..00,25118,Site of GIT pain,Pain
197..11,7490,Flank pain,Pain
197..12,421,Iliac fossa pain,Pain
197..14,6357,Subcostal pain,Pain
1973.00,23872,Left subcostal pain,Pain
1974.00,24821,Right subcostal pain,Pain
1975.00,701,Left flank pain,Pain
1976.00,3086,Right flank pain,Pain
1977.00,1181,Right iliac fossa pain,Pain
1978.00,2982,Left iliac fossa pain,Pain
1979.00,7300,Suprapubic pain,Pain
197C.00,22608,Lower abdominal pain,Pain
197D.00,9695,Right upper quadrant pain,Pain
197Z.00,29922,Site of GIT pain NOS,Pain
19EC.00,8541,Painful defaecation,Pain
1A5..00,6424,Genitourinary pain,Pain
1A53.00,6222,Lumbar ache - renal,Pain
1A53.11,526,C/O - loin pain,Pain
1A53.12,5899,C/O - lumbar pain,Pain
1A53.13,2600,C/O - renal pain,Pain
1A54.12,7014,C/O - ureteric pain,Pain
1A55.00,532,Dysuria,Pain
1A56.00,19930,Strangury,Pain
1A57.00,16078,Pain in testicle,Pain
1A57.11,14648,Testicular pain,Pain
1A58.00,14852,Pain in female genitalia,Pain
1A58.11,39146,Female genital pain,Pain
1A58000,4756,Vaginal pain,Pain
1A58100,3000,Vulval pain,Pain
1A58200,5673,Ovarian pain,Pain
1A59.00,2781,C/O pelvic pain,Pain
1A5A.00,29400,C/O perineal pain,Pain
1A5B.00,5132,Pain in penis,Pain
1A5C.00,2707,Pain in scrotum,Pain
1A5D.00,8433,Urethral pain,Pain
1A5E.00,12774,Pain in vulva,Pain
1A5Z.00,15435,Genitourinary pain NOS,Pain
1ABD.00,94815,Painful erection,Pain
1AJ..00,103190,Adnexal tenderness,Pain
1AJ0.00,104018,Adnexal tenderness absent,Pain
1B1G.00,129,Headache,Pain
1B1G.12,20800,Cephalgia,Pain
1B1G000,3716,Sinus headache,Pain
1B84.00,5783,Has eye pain,Pain
1B84.11,5920,Pain in eye,Pain
1BA5.11,5754,Pain in sinuses,Pain
1BA9.00,12017,Sinus headache,Pain
1C3..00,5813,Earache symptoms,Pain
1C32.00,5831,Unilateral earache,Pain
1C33.00,6657,Bilateral earache,Pain
1C3Z.00,16508,Earache symptom NOS,Pain
1C9..11,404,Throat soreness,Pain
1CB3.00,386,Throat pain,Pain
1CB3.11,7366,Pain in throat,Pain
1D13.00,5880,C/O: a pain,Pain
1D13.11,2048,Pain,Pain
1D13.12,2856,C/O - an ache,Pain
1D13000,6644,C/O - pain in toes,Pain
1D13100,9105,C/O - pain in hallux,Pain
1D13111,6313,C/O - pain in big toe,Pain
1D18.00,8600,Pain from metastases,Pain
1D19.00,44783,Pain in lymph nodes after alcohol consumption,Pain
1DC..00,15234,Pain character,Pain
1DC1.00,7254,Burning pain,Pain
1DC2.00,8060,Aching pain,Pain
1DC3.00,7056,Stabbing pain,Pain
1DC4.00,55007,Cutting pain,Pain
1DC5.00,17324,Griping pain,Pain
1DC6.00,17580,Tightening pain,Pain
1DC7.00,6112,Pricking pain,Pain
1DC8.00,10084,Generalised pain [symptom],Pain
1DC9.00,8599,Shooting pain,Pain
1DCA.00,18644,Rest pain,Pain
1DCC.00,12475,Aching muscles,Pain
1DCD.00,110070,Splitting pain,Pain
1DCE.00,109741,Heavy pain,Pain
1DCF.00,110819,Gnawing pain,Pain
1DCG.00,108998,Cramping pain,Pain
1DCH.00,109179,Throbbing pain,Pain
1DCJ.00,109136,Tender pain,Pain
1DCZ.00,9728,Pain character NOS,Pain
1L1..00,42783,Pain to call time,Pain
1M...00,8931,Pain,Pain
1M0..00,19687,Pain in upper limb,Pain
1M00.00,11962,Pain in elbow,Pain
1M00.11,11979,Elbow pain,Pain
1M01.00,99477,Pain in wrist,Pain
1M1..00,11609,Pain in lower limb,Pain
1M10.00,9517,Knee pain,Pain
1M11.00,17799,Foot pain,Pain
1M11000,109034,Ischaemic foot pain at rest,Pain
1M11100,109217,Ischaemic foot pain when walking,Pain
1M12.00,10389,Anterior knee pain,Pain
1M13.00,19322,Ankle pain,Pain
1M2..00,42138,Pain score,Pain
1M3..00,93398,Pain in face,Pain
1M4..00,100639,Central post-stroke pain,Pain
1M5..00,111307,Pattern of pain,Pain
1M50.00,109209,Constant pain,Pain
1M51.00,109208,Intermittent pain,Pain
1M52.00,110496,Chronic pain,Pain
1M6..00,1000447,Affective dimension of pain,Pain
1M60.00,110285,Punishing with pain,Pain
1M61.00,109887,Fearful with pain,Pain
1M62.00,1000448,Sickening with pain,Pain
1M63.00,1000449,Tiring with pain,Pain
2252.00,5908,O/E - in pain,Pain
22B6.00,16328,O/E - pain influenced posture,Pain
25C..00,15180,O/E - abdo. pain on palpation,Pain
25C..12,17223,O/E - iliac pain on palpation,Pain
25C..13,19020,O/E - lumbar pain on palpation,Pain
25C..14,17636,O/E - umbilical pain on palp.,Pain
25C..15,5782,O/E - abdomen tender,Pain
25C1.00,21574,O/E - no abd.pain on palpation,Pain
25C2.00,12639,O/E - abd.pain-R.hypochondrium,Pain
25C4.00,37101,O/E - abd.pain-L.hypochondrium,Pain
25C5.00,36558,O/E - abd. pain - R.lumbar,Pain
25C6.00,24627,O/E - abd. pain - umbilical,Pain
25C7.00,25630,O/E - abd. pain - L.lumbar,Pain
25C8.00,11647,O/E - abd. pain - R.iliac,Pain
25C9.00,42211,O/E - abd. pain - hypogastrium,Pain
25CA.00,21583,O/E - abd. pain - L.iliac,Pain
25CZ.00,14916,O/E -abd.pain on palpation NOS,Pain
25E..00,17451,O/E - rebound tenderness,Pain
25E1.00,29991,O/E - no rebound tenderness,Pain
25EZ.00,56091,O/E - rebound tenderness NOS,Pain
25H9.00,92338,O/E - liver tender,Pain
25Q8.00,17030,O/E - PR - prostate tender,Pain
2624.00,17029,O/E - renal angle tenderness,Pain
268B.00,24030,O/E - VE - uterine tenderness,Pain
26BD.00,17602,Intractable breast pain,Pain
26BF.00,9117,Persistent mastalgia,Pain
26BG.00,10530,Unilateral mastalgia,Pain
26BH.00,11506,Breast tenderness,Pain
26C3.11,4496,Sore nipple,Pain
26C3.12,17269,Painful nipple,Pain
29E..00,6629,O/E - pain sensation,Pain
29E1.00,40556,O/E - pain sensation normal,Pain
29E2.00,47797,O/E - pain sensation reduced,Pain
29E4.00,100447,On examination allodynia,Pain
29EZ.00,39867,O/E - pain sensation NOS,Pain
2C46.00,15814,O/E - lymph nodes tender,Pain
2C55.00,93588,O/E - painful splenomegaly,Pain
2D7..00,5806,O/E - painful ear,Pain
2D73.00,15818,O/E - pain over mastoid,Pain
2D73.11,8016,O/E - mastoid tender,Pain
2D7Z.00,37432,O/E - painful ear NOS,Pain
2DA2.00,6386,O/E-maxillary sinus tenderness,Pain
2DA3.00,12759,O/E - frontal sinus tenderness,Pain
2FN..00,8564,O/E - tenderness of skin,Pain
2H23.11,6928,O/E - painful arc,Pain
2I18.00,15213,O/E - tenderness/pain,Pain
2I18.11,16546,O/E - pain,Pain
2I18.12,5804,O/E - tenderness,Pain
2I18000,18665,O/E - snuff box tenderness,Pain
2I37.00,93817,O/E - sign attached to organ,Pain
2IA..00,67672,O/E - sign painful,Pain
2IA..11,31668,O/E - painful sign,Pain
2IA2.00,73064,O/E - sign slightly painful,Pain
2IA3.00,61479,O/E - sign moderately painful,Pain
2IA4.00,73315,O/E - sign very painful,Pain
2IAZ.00,67678,O/E - sign painful NOS,Pain
3880000,103617,Visual analogue pain scale,Pain
3880011,1000707,VAPS - Visual analogue pain scale,Pain
389Q.00,109073,Pain assessment tool completed,Pain
38GJ100,105879,EuroQol five dimension five level pain discomfort score,Pain
38VG.00,110773,PCS - Pain Catastrophizing Scale,Pain
38VH.00,1000818,PSEQ - Pain Self-Efficacy Questionnaire,Pain
38VI.00,1000819,FeverPAIN Score,Pain
66n..00,106388,Chronic pain review,Pain
7251311,70217,Arruga string operation for detached retina,Pain
7P21200,89917,Delivery of rehabilitation for pain syndromes,Pain
8B3g.00,70440,Pain to thrombolysis time,Pain
8BAA.00,6831,Pain relief,Pain
8BAO.00,11017,Pain and symptom management,Pain
8CC..00,28265,TLC - tender loving care,Pain
8CMW000,105661,Low back pain clinical pathway,Pain
8H69.00,1936,Refer to pain clinic,Pain
8HTH.00,9682,Referral to back pain clinic,Pain
8HVk.00,107475,Private referral to pain management service,Pain
9N1k.00,6899,Seen in pain clinic,Pain
9NNh.00,107428,Under care of pain management specialist,Pain
9Ok5.00,26076,Cancer pain and symptom management,Pain
9b8F.00,61911,Pain management (specialty),Pain
E227700,21253,Psychogenic dyspareunia,Pain
E278.00,40311,Psychalgia,Pain
E278000,53766,Psychogenic pain unspecified,Pain
E278200,45205,Psychogenic backache,Pain
E278z00,54373,Psychalgia NOS,Pain
Eu45400,30179,[X]Persistent somatoform pain disorder,Pain
Eu45411,54382,[X]Psychalgia,Pain
Eu45412,38521,[X]Psychogenic backache,Pain
Eu45413,29329,[X]Psychogenic headache,Pain
Eu45414,36040,[X]Somatoform pain disorder,Pain
Eu52600,21089,[X]Nonorganic dyspareunia,Pain
Eu52611,37089,[X]Psychogenic dyspareunia,Pain
Eu62y11,34881,[X]Chronic pain personality syndrome,Pain
F100200,53382,Pelizaeus-Merzbacher disease,Pain
F173.00,10733,Shoulder-hand syndrome,Pain
F262000,2554,Cluster headache,Pain
F262100,33362,Horton's (histamine) neuralgia,Pain
F262500,321,Periodic migrainous neuralgia,Pain
F262C00,103942,Shortlast unilat neuralgifrm pain+conjunc inject+tearng synd,Pain
F262E00,103577,Trigeminal autonomic cephalalgia,Pain
F300.00,7584,Post-herpetic trigeminal neuralgia,Pain
F301.00,1541,Other specified trigeminal neuralgia,Pain
F301000,4912,Tic douloureux,Pain
F301z00,6581,Trigeminal neuralgia NOS,Pain
F302.00,6747,Atypical face pain,Pain
F321.00,16932,Glossopharyngeal neuralgia,Pain
F336000,18016,Phantom limb syndrome with pain,Pain
F343300,110257,Entrapment of superficial branch of radial nerve,Pain
F344.00,7915,Causalgia,Pain
F347.00,93531,Complex regional pain syndrome type II,Pain
F351.00,4174,Meralgia paraesthetica,Pain
F356000,2219,Morton's metatarsalgia,Pain
F356100,6884,Morton's neuralgia,Pain
F369.00,105257,Complex regional pain syndrome,Pain
F369.11,105200,Chronic regional pain syndrome,Pain
F4Kz100,2098,Eye pain NOS,Pain
F587.00,731,Otalgia,Pain
F587.11,1135,Ear pain,Pain
F587000,25171,Unspecified otalgia,Pain
F587100,15826,Otogenic pain,Pain
F587z00,44481,Otalgia NOS,Pain
G73y800,10500,Erythromelalgia,Pain
G73y811,42611,Erythralgia,Pain
H02..11,6014,Sore throat NOS,Pain
H1y1z15,2255,Sore nostril,Pain
J046400,1457,Temporomandibular joint-pain-dysfunction syndrome,Pain
J05y.11,16548,Toothache,Pain
J085412,4300,Sore lip,Pain
J085500,20254,Cheilodynia,Pain
J08z200,10400,Denture stomatitis,Pain
J08zC00,19077,Burning mouth syndrome,Pain
J096.00,27631,Glossodynia,Pain
J096.12,1597,Painful tongue,Pain
J526.00,8240,Anal spasm,Pain
J526000,1644,Proctalgia fugax,Pain
J526z00,15281,Anal spasm NOS,Pain
J574700,3049,Anal pain,Pain
J574800,2767,Rectal pain,Pain
J574F00,2866,Anorectal pain,Pain
K151.00,11585,Chronic interstitial cystitis,Pain
K151z00,29460,Chronic interstitial cystitis NOS,Pain
K197100,20357,Painful haematuria,Pain
K273.11,11906,Erection - painful,Pain
K28y800,4733,Pain in testis,Pain
K28y811,5966,Testicular pain,Pain
K28z.11,1639,Pain in testis,Pain
K317000,602,Mastodynia - pain in breast,Pain
K317011,7401,Breast soreness,Pain
K317600,12195,Cyclical mastalgia,Pain
K421111,14936,Vulval sores,Pain
K425.00,2008,Ulceration of vulva,Pain
K425000,25721,Ulceration of vulva unspecified,Pain
K425z00,37164,Ulceration of vulva NOS,Pain
K42y500,29000,Vulval vestibulitis,Pain
K42y600,100973,Vulvodynia,Pain
K582.00,4287,Mittelschmerz - ovulation pain,Pain
K585.00,5578,Pelvic congestion syndrome,Pain
K585.11,1006561,Taylor's syndrome,Pain
K58y000,16547,Other pelvic pain - female,Pain
L463500,29535,Pain on breast feeding,Pain
M180.12,15029,Sore bottom,Pain
M181.12,5400,Vulva sore,Pain
M2y1500,20359,Painful operation scar,Pain
M2y1z11,2792,Painful scar,Pain
M2y1z12,12156,Scar painful,Pain
Mz...11,14827,Sore skin,Pain
N094.00,5864,Pain in joint - arthralgia,Pain
N094.11,6058,Ache in joint,Pain
N094000,202,Arthralgia of unspecified site,Pain
N094100,15842,Arthralgia of the shoulder region,Pain
N094111,2397,Shoulder joint pain,Pain
N094511,63664,Coxalgia,Pain
N094512,1330,Hip joint pain,Pain
N094611,554,Knee joint pain,Pain
N094800,36091,Arthralgia of other specified site,Pain
N094A00,17659,Arthralgia of shoulder,Pain
N094F11,96084,Wrist pain,Pain
N094K00,33407,Arthralgia of hip,Pain
N094K11,8736,Coxalgia,Pain
N094K12,286,Hip pain,Pain
N094M00,6044,Arthralgia of knee,Pain
N094S00,59586,Arthralgia of other tarsal joint,Pain
N094W00,6166,Anterior knee pain,Pain
N094z00,29775,Arthralgia NOS,Pain
N096.12,8309,Musculoskeletal pain - joints,Pain
N12..13,5476,Acute back pain - disc,Pain
N131.00,123,Cervicalgia - pain in neck,Pain
N131.11,35744,Pain in cervical spine,Pain
N134.13,17112,Cervical root pain,Pain
N138.00,96002,Cervicalgia,Pain
N13y.00,14679,Other cervical syndromes,Pain
N13yz00,41560,Other cervical syndromes NOS,Pain
N141.00,4948,Pain in thoracic spine,Pain
N141.11,5916,Acute back pain - thoracic,Pain
N142.00,1335,Pain in lumbar spine,Pain
N142.11,154,Low back pain,Pain
N142.12,15109,Lumbalgia,Pain
N142.13,5023,Acute back pain - lumbar,Pain
N142.14,1720,Lumbago,Pain
N143.00,313,Sciatica,Pain
N143.11,5840,Acute back pain with sciatica,Pain
N144011,16884,Thoracic nerve root pain,Pain
N145.00,557,"Backache, unspecified",Pain
N145.11,5923,Acute back pain - unspecified,Pain
N145.12,6704,"Back pain, unspecified",Pain
N147200,1212,Coccygodynia,Pain
N147211,11998,Pain in coccyx,Pain
N14z.12,18226,Spinal disorder NOS,Pain
N1y..00,29366,Other specified disorders of vertebral column,Pain
N1z..00,37349,Vertebral column disorder NOS,Pain
N211011,4922,Supraspinatus syndrome,Pain
N211300,4278,Supraspinatus tendinitis,Pain
N211z11,552,Painful arc syndrome,Pain
N215700,3546,Trochanteric bursitis,Pain
N217200,1287,Metatarsalgia NOS,Pain
N21z216,789,Supraspinatus tendonitis,Pain
N239.11,18374,Myofascial pain syndrome,Pain
N240000,1029,Rheumatism unspecified,Pain
N240300,7294,Rheumatic pain,Pain
N241000,1338,Myalgia unspecified,Pain
N241012,5440,Muscle pain,Pain
N241200,37418,Fibromyositis NOS,Pain
N242.00,54992,"Neuralgia, neuritis and radiculitis unspecified",Pain
N242000,2284,Neuralgia unspecified,Pain
N242300,11544,Neuropathic pain,Pain
N242z00,23839,"Neuralgia, neuritis or radiculitis NOS",Pain
N242z11,41736,Policeman's disease,Pain
N245.00,4544,Pain in limb,Pain
N245.11,1258,Ankle pain,Pain
N245.12,822,Arm pain,Pain
N245.13,855,Foot pain,Pain
N245.14,2025,Hand pain,Pain
N245.15,2494,Heel pain,Pain
N245.16,1219,Leg pain,Pain
N245.17,198,Shoulder pain,Pain
N245.18,1866,Thigh pain,Pain
N245.19,3512,Pain in buttock,Pain
N245000,6520,Hand pain,Pain
N245011,1339,Thumb pain,Pain
N245012,3322,Finger pain,Pain
N245100,4627,Foot pain,Pain
N245111,1946,Toe pain,Pain
N245200,5780,Pain in leg,Pain
N245300,5762,Pain in arm,Pain
N245400,2532,Calf pain,Pain
N245500,4419,Axillary pain,Pain
N245600,19257,Tender heel pad,Pain
N245700,5787,Shoulder pain,Pain
N248000,96966,Myofascial pain syndrome,Pain
N24z.11,29863,Polyalgia,Pain
N321113,55857,Pseudocoxalgia,Pain
N321700,96029,Pseudocoxalgia,Pain
N337.00,41595,Algoneurodystrophy,Pain
N337.11,16789,Algodystrophy,Pain
N337.12,7197,Reflex sympathetic dystrophy,Pain
N337111,30069,Reflex sympathetic dystrophy,Pain
N337200,56230,Algodystrophy of hand,Pain
N337300,57586,Algodystrophy of knee,Pain
N337400,61889,Algodystrophy of foot,Pain
N337z00,95745,Algoneurodystrophy NOS,Pain
N33A.00,917,Bone pain,Pain
N33A000,4706,Bony pelvic pain,Pain
N33A100,1274,Clavicle pain,Pain
N33C.00,95878,Complex regional pain syndrome type I,Pain
Nyu7A00,94797,[X]Other dorsalgia,Pain
R00z200,2522,"[D]Pain, generalized",Pain
R00z211,1497,[D]General aches and pains,Pain
R00zB00,8029,[D]Acute pain,Pain
R00zC00,24060,[D]Chronic intractable pain,Pain
R01z100,35624,[D]Growing pains - limbs,Pain
R01z200,1455,[D]Musculoskeletal pain,Pain
R020900,100185,[D]Allodynia,Pain
R040.00,1197,[D]Headache,Pain
R040000,3258,[D]Facial pain,Pain
R040011,3014,[D]Face ache,Pain
R040z00,5056,[D]Pain in head NOS,Pain
R040z11,1286,[D]Jaw pain,Pain
R041.00,15039,[D]Throat pain,Pain
R041.11,21060,[D]Throat discomfort,Pain
R065011,29490,[D] Retrosternal chest pain,Pain
R065100,20481,[D]Precordial pain,Pain
R065300,14819,[D]Painful respiration NOS,Pain
R065400,18183,[D]Pleuritic pain,Pain
R065500,24761,[D]Pleurodynia,Pain
R065900,19199,[D]Parasternal chest pain,Pain
R065C00,21082,[D]Retrosternal chest pain,Pain
R073.00,14807,"[D]Flatulence, eructation and gas pain",Pain
R073z00,41564,"[D]Flatulence, eructation and gas pain NOS",Pain
R079.00,21618,[D] Defaecation painful,Pain
R07A.00,3920,[D]Pain in oesophagus,Pain
R081.00,5350,[D]Dysuria,Pain
R081000,4498,[D]Painful urination,Pain
R081100,45124,[D]Strangury,Pain
R081z00,15599,[D]Dysuria NOS,Pain
R08z.11,4704,[D]Prostadynia,Pain
R08z100,15243,[D]Vesical pain,Pain
R090600,4771,[D]Umbilical pain,Pain
R090700,628,[D]Hypochondrial pain,Pain
R090800,20475,[D]Suprapubic pain,Pain
R090900,16806,[D]Pain in right iliac fossa,Pain
R090A00,16868,[D]Pain in left iliac fossa,Pain
R090B00,1336,[D]Groin pain,Pain
R090C00,15288,[D]Loin pain,Pain
R090G00,9920,[D]Pelvic and perineal pain,Pain
R090G11,9811,[D] Pelvic pain,Pain
R090G12,7248,[D] Perineal pain,Pain
R090J00,7726,[D]Right upper quadrant pain,Pain
R090K00,8362,[D]Left upper quadrant pain,Pain
R090L00,9061,[D]Left lower quadrant pain,Pain
R090M00,19360,[D]Right lower quadrant pain,Pain
Ryu1000,50662,[X]Pain localized to other parts of lower abdomen,Pain
Ryu4200,52859,"[X]Painful micturition, unspecified",Pain
Ryu7000,52971,[X]Other chronic pain,Pain
SP07300,24832,Internal prosthetic device causing pain,Pain
SP2y200,3297,Postoperative pain,Pain
SP2y211,5796,Post-operative pain,Pain
SP3y600,22049,Pain at injection site,Pain
SyuKE11,37565,[X] Pain due to internal orthopaedic prosthesis,Pain
Z1G2111,70001,Managing pain,Pain
Z1H..00,10902,Pain management,Pain
Z1H..11,45921,Managing pain,Pain
Z1H1.11,59352,Relieving pain,Pain
Z1H1.13,48323,Giving pain relief,Pain
Z1H1100,59367,Preventing pain,Pain
Z1H1200,53478,Minimising pain,Pain
Z1H2.00,42197,Pain rehabilitation,Pain
Z1H3.00,48922,Pain management programme,Pain
Z1H3.11,97767,PMP - Pain management programme,Pain
Z1H5.00,1015457,Natural pain relief,Pain
Z237200,49639,Tender scar of gravid uterus,Pain
Z237300,91736,Tender scar of upper uterine segment,Pain
Z237400,57545,Tender scar of lower uterine segment,Pain
Z23AN00,38591,Painful uterine contractions,Pain
Z714200,37634,Back pain prevention training,Pain
Z7CM300,92389,Agnosia for pain,Pain
ZL17.00,32539,Under care of pain management specialist,Pain
ZL22C00,46604,Under care of pain management nurse,Pain
ZL58.00,13670,Referral to pain management specialist,Pain
ZL62C00,51210,Referral to pain management nurse,Pain
ZL98.00,12160,Seen by pain management specialist,Pain
ZLA2C00,21965,Seen by pain management nurse,Pain
ZLD2J00,43476,Discharge by pain management specialist,Pain
ZLD7A00,61554,Discharge by pain management nurse,Pain
ZLEB.00,32957,Discharge from pain management service,Pain
ZQ33.00,25200,Pain assessment,Pain
ZR3w.00,36715,Dallas pain questionnaire,Pain
ZRVc.00,48318,London hospital pain chart assessment,Pain
ZRVq.00,107905,McGill pain chart questionnaire,Pain
ZRVq.11,104907,MPQ - McGill pain chart questionnaire,Pain
ZRVq.12,96973,McGill pain questionnaire,Pain
ZRVq100,60138,Short form McGill pain questionnaire,Pain
ZRVq111,1017370,SFMPQ - Short form McGill pain questionnaire,Pain
ZRau.00,71977,Oswestry pain questionnaire,Pain
ZRb7.00,56780,Pain coping strategies questionnaire,Pain
ZRb7.11,49082,CSQ - Pain coping strategies questionnaire,Pain
ZRqS111,52213,UAB pain behaviour scale,Pain
ZRqc.00,1017490,Varni-Thompson paediatric pain questionnaire,Pain
ZRqc.11,64532,PPQ - Varni-Thompson paediatric pain questionnaire,Pain
ZRrA100,42084,Visual analogue pain scale,Pain
ZRrA111,42040,VAPS - Visual analogue pain scale,Pain
14AP.00,30712,History of ventricular tachycardia,Palpitations_tachycardia
14AQ.00,12375,History of supraventricular tachycardia,Palpitations_tachycardia
181..00,326,Palpitations,Palpitations_tachycardia
181..11,20692,Awareness of heartbeat,Palpitations_tachycardia
181..12,10469,Fluttering of heart,Palpitations_tachycardia
1812.00,2975,Palpitations,Palpitations_tachycardia
1813.00,29469,'Bumping' of heart,Palpitations_tachycardia
1814.00,16170,'Fluttering' of heart,Palpitations_tachycardia
181Z.00,15616,Palpitations NOS,Palpitations_tachycardia
2426.00,26716,O/E - pulse rate tachycardia,Palpitations_tachycardia
2426.11,7128,O/E - tachycardia,Palpitations_tachycardia
321C100,111065,"",Palpitations_tachycardia
3282.00,4924,ECG: ventricular tachycardia,Palpitations_tachycardia
8CMWH00,108171,Palpitations care pathway,Palpitations_tachycardia
G56y000,34326,Lown-Ganong-Levine syndrome,Palpitations_tachycardia
G570.00,4940,Paroxysmal supraventricular tachycardia,Palpitations_tachycardia
G570000,1297,Paroxysmal atrial tachycardia,Palpitations_tachycardia
G570100,23647,Paroxysmal atrioventricular tachycardia,Palpitations_tachycardia
G570200,51845,Paroxysmal junctional tachycardia,Palpitations_tachycardia
G570300,29491,Paroxysmal nodal tachycardia,Palpitations_tachycardia
G570z00,35124,Paroxysmal supraventricular tachycardia NOS,Palpitations_tachycardia
G571.00,3418,Paroxysmal ventricular tachycardia,Palpitations_tachycardia
G571.11,7794,Ventricular tachycardia,Palpitations_tachycardia
G572.00,25266,Paroxysmal tachycardia unspecified,Palpitations_tachycardia
G572000,60047,Essential paroxysmal tachycardia,Palpitations_tachycardia
G572100,70366,Bouveret-Hoffmann syndrome,Palpitations_tachycardia
G572z00,1381,Paroxysmal tachycardia NOS,Palpitations_tachycardia
G57y700,7005,Sinus tachycardia,Palpitations_tachycardia
G57y900,1536,Supraventricular tachycardia NOS,Palpitations_tachycardia
R050.00,1501,"[D]Tachycardia, unspecified",Palpitations_tachycardia
R050.11,21955,[D]Rapid heart beat,Palpitations_tachycardia
R051.00,4789,[D]Palpitations,Palpitations_tachycardia
R051000,2825,[D]Awareness of heart beat,Palpitations_tachycardia
R051z00,15998,[D]Palpitations NOS,Palpitations_tachycardia
1B41.00,6287,Has pins and needles,Paraesthesia
1B42.00,22292,Has prickling sensation,Paraesthesia
1B43.00,5792,Has tingling sensation,Paraesthesia
1B44.00,5809,Has numbness,Paraesthesia
1B44200,26370,Numbness of limbs,Paraesthesia
29B5.00,2221,O/E - paraesthesia present,Paraesthesia
29B5000,4812,O/E - paraesthesia in hands,Paraesthesia
2G2D.00,104136,Numbness of hand,Paraesthesia
R020200,1760,[D]Pricking of skin,Paraesthesia
R020300,275,[D]Tingling of skin,Paraesthesia
R020600,651,[D]Numbness,Paraesthesia
R020700,2012,[D]Paraesthesia,Paraesthesia
1736.00,6434,Paroxysmal nocturnal dyspnoea,Paroxysmal_nocturnal_dyspnoea
171..12,9807,Sputum - symptom,Phlegm
1713.00,7706,Productive cough -clear sputum,Phlegm
1714.00,7773,Productive cough -green sputum,Phlegm
1715.00,7708,Productive cough-yellow sputum,Phlegm
1716.00,1234,Productive cough NOS,Phlegm
1716.11,3645,Coughing up phlegm,Phlegm
172..00,4135,Blood in sputum - haemoptysis,Phlegm
172..11,10013,Blood in sputum - symptom,Phlegm
172..12,1610,Haemoptysis - symptom,Phlegm
41D4.00,8287,Sputum sample obtained,Phlegm
4E...00,14269,Sputum examination,Phlegm
4E...11,40202,Mucoid sputum - O/E,Phlegm
4E...12,22449,Phlegm examination,Phlegm
4E1..00,35577,Sputum examination - general,Phlegm
4E11.00,30904,Sputum sent for examination,Phlegm
4E12.00,13618,Sputum examination: normal,Phlegm
4E13.00,16026,Sputum examination: abnormal,Phlegm
4E14.00,31417,Sputum - not infected,Phlegm
4E1Z.00,49029,Sputum gen. exam. NOS,Phlegm
4E2..00,56133,Sputum inspection,Phlegm
4E21.00,29294,Sputum appears normal,Phlegm
