conceptId,term
3465008,Deoxyribonucleic acid topoisomerase (adenosine triphosphate-hydrolysing) (substance)
3465008,Deoxyribonucleic acid topoisomerase (adenosine triphosphate-hydrolysing) (substance)
3465008,Deoxyribonucleic acid topoisomerase (adenosine triphosphate-hydrolysing) (substance)
3465008,Deoxyribonucleic acid topoisomerase (adenosine triphosphate-hydrolysing) (substance)
3465008,Deoxyribonucleic acid topoisomerase (adenosine triphosphate-hydrolysing) (substance)
3466009,Dimethylamine (substance)
3492002,Galactinol-sucrose galactosyltransferase (substance)
3493007,Smegma clitoridis (substance)
3495000,Cystyl-aminopeptidase (substance)
3495000,Cystyl-aminopeptidase (substance)
3495000,Cystyl-aminopeptidase (substance)
3501003,Isoxsuprine hydrochloride (substance)
3523004,Hemoglobin Q-India (substance)
3523004,Hemoglobin Q-India (substance)
3523004,Hemoglobin Q-India (substance)
3532002,Laryngeal mucus (substance)
3555004,Blood group antigen Morrison (substance)
3579002,Cesium-129 (substance)
3579002,Cesium-129 (substance)
3579002,Cesium-129 (substance)
3581000,Glucose-6-phosphatase (substance)
3587001,Malate dehydrogenase (decarboxylating) (substance)
3588006,Complement enzyme (substance)
3597005,Acebutolol hydrochloride (substance)
3602003,Warm antibody (substance)
3602003,Warm antibody (substance)
3610002,Epoxide hydrolase (substance)
3610002,Epoxide hydrolase (substance)
3610002,Epoxide hydrolase (substance)
3617004,Selenium-79 (substance)
3617004,Selenium-79 (substance)
3617004,Selenium-79 (substance)
3648007,Glucocorticoid receptor (substance)
3655009,Hemoglobin Constant Springs (substance)
3655009,Hemoglobin Constant Springs (substance)
3655009,Hemoglobin Constant Springs (substance)
3655009,Hemoglobin Constant Springs (substance)
3655009,Hemoglobin Constant Springs (substance)
3655009,Hemoglobin Constant Springs (substance)
3672002,Fibrinogen Caracas (substance)
3684000,Phenylacetic acid (substance)
3689005,Hemoglobin Mizushi (substance)
3689005,Hemoglobin Mizushi (substance)
3689005,Hemoglobin Mizushi (substance)
3692009,Sodium sulfite (substance)
3693004,Fibrinogen Dusard (substance)
3693004,Fibrinogen Dusard (substance)
3702007,Cytidine diphosphate glycerol glycerophosphotransferase (substance)
3702007,Cytidine diphosphate glycerol glycerophosphotransferase (substance)
3702007,Cytidine diphosphate glycerol glycerophosphotransferase (substance)
3702007,Cytidine diphosphate glycerol glycerophosphotransferase (substance)
3710008,Prostaglandin synthase (substance)
3710008,Prostaglandin synthase (substance)
3710008,Prostaglandin synthase (substance)
3718001,Cow's milk (substance)
3726009,Valine-transfer ribonucleic acid ligase (substance)
3726009,Valine-transfer ribonucleic acid ligase (substance)
3726009,Valine-transfer ribonucleic acid ligase (substance)
3727000,Hemoglobin F-Port Royal (substance)
3727000,Hemoglobin F-Port Royal (substance)
3727000,Hemoglobin F-Port Royal (substance)
3730007,Blood group antigen Tr^a^ (substance)
3730007,Blood group antigen Tr^a^ (substance)
3730007,Blood group antigen Tr^a^ (substance)
3737005,Nitrate reductase (reduced nicotinamide adenine dinucleotide) (substance)
3737005,Nitrate reductase (reduced nicotinamide adenine dinucleotide) (substance)
3742002,Extracellular crystal (substance)
3757009,Gossypol (substance)
3757009,Gossypol (substance)
3771001,Neuromelanin (substance)
3775005,Choline dehydrogenase (substance)
3776006,Xanthine dehydrogenase (substance)
3792001,Arachidonic acid (substance)
3792001,Arachidonic acid (substance)
3792001,Arachidonic acid (substance)
3792001,Arachidonic acid (substance)
3800009,Acetate kinase (substance)
3800009,Acetate kinase (substance)
3807007,Blood group antigen c (substance)
3807007,Blood group antigen c (substance)
3807007,Blood group antigen c (substance)
3807007,Blood group antigen c (substance)
3811001,Magnesium-protoporphyrin methyltransferase (substance)
3812008,Beryllium isotope (substance)
3816006,Vanadium isotope (substance)
3823007,Prochlorperazine edisylate (substance)
3829006,Iron (substance)
3829006,Iron (substance)
3834005,"Cytidine monophosphate-N-acetylneuraminate-(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (substance)"
3834005,"Cytidine monophosphate-N-acetylneuraminate-(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (substance)"
3834005,"Cytidine monophosphate-N-acetylneuraminate-(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (substance)"
3836007,Glutaminase (substance)
3836007,Glutaminase (substance)
3844007,Protoaphin-aglucone dehydratase (cyclizing) (substance)
3844007,Protoaphin-aglucone dehydratase (cyclizing) (substance)
3848005,Nitrotoluene (substance)
3849002,Carbon black (substance)
3849002,Carbon black (substance)
3854006,Bis-chloro methyl ether (substance)
3874004,Hydrocodone bitartrate (substance)
3874004,Hydrocodone bitartrate (substance)
3892007,Thymidine (substance)
3896005,p-Hydroxybenzoate ester (substance)
3897001,Blood group antigen 'N' (substance)
3897001,Blood group antigen 'N' (substance)
3897001,Blood group antigen 'N' (substance)
3897001,Blood group antigen 'N' (substance)
3906002,Rectified birch tar oil (substance)
3920009,Hemoglobin Atago (substance)
3920009,Hemoglobin Atago (substance)
3920009,Hemoglobin Atago (substance)
3930000,Manufactured gas (substance)
3932008,Copper-64 (substance)
3932008,Copper-64 (substance)
3932008,Copper-64 (substance)
3941003,Metronidazole hydrochloride (substance)
3945007,Tin isotope (substance)
3958008,Californium-245 (substance)
3958008,Californium-245 (substance)
3958008,Californium-245 (substance)
3961009,Blood group antigen Ritherford (substance)
3976001,Blood group antigen HEMPAS (substance)
3982003,Oxaloacetate decarboxylase (substance)
3982003,Oxaloacetate decarboxylase (substance)
3983008,"N,-N-dimethyltryptamine (substance)"
3983008,"N,-N-dimethyltryptamine (substance)"
3990003,"Alkaline phosphatase isoenzyme, bone fraction (substance)"
3990003,"Alkaline phosphatase isoenzyme, bone fraction (substance)"
3994007,Hemoglobin Tampa (substance)
3994007,Hemoglobin Tampa (substance)
3994007,Hemoglobin Tampa (substance)
4014000,Sulfisomidine (substance)
4014000,Sulfisomidine (substance)
4024008,Soft metal (substance)
4025009,Captodiamine (substance)
4025009,Captodiamine (substance)
4025009,Captodiamine (substance)
4043008,Etidocaine hydrochloride (substance)
4047009,"cis-1,2-Dihydrobenzene-1,2-diol dehydrogenase (substance)"
4048004,"1,1,2,2-tetrachloro-1,2- difluoroethane (substance)"
4067000,Chorismate mutase (substance)
4076007,Intact parathyroid hormone (substance)
4076007,Intact parathyroid hormone (substance)
4076007,Intact parathyroid hormone (substance)
4076007,Intact parathyroid hormone (substance)
4076007,Intact parathyroid hormone (substance)
4077003,Dihydrolipoamide succinyltransferase (substance)
4080002,"Hemoglobin Grady, Dakar (substance)"
4080002,"Hemoglobin Grady, Dakar (substance)"
4091009,Enteropeptidase (substance)
4091009,Enteropeptidase (substance)
4097008,Apo-SAA complex (substance)
4104007,Chondroitin sulfate (substance)
4104007,Chondroitin sulfate (substance)
4105008,Adenylate cyclase (substance)
4105008,Adenylate cyclase (substance)
4105008,Adenylate cyclase (substance)
4105008,Adenylate cyclase (substance)
4115002,Blood group antibody Norlander (substance)
4137009,sec-Butyl acetate (substance)
4137009,sec-Butyl acetate (substance)
4137009,sec-Butyl acetate (substance)
4153007,Long-chain-enoyl-coenzyme A hydratase (substance)
4153007,Long-chain-enoyl-coenzyme A hydratase (substance)
4167003,Lymphocyte antigen CD31 (substance)
4167003,Lymphocyte antigen CD31 (substance)
4167003,Lymphocyte antigen CD31 (substance)
4167003,Lymphocyte antigen CD31 (substance)
4167003,Lymphocyte antigen CD31 (substance)
4169000,Blood group antibody Le^bH^ (substance)
4177001,Hemoglobin Long Island-Marseille (substance)
4177001,Hemoglobin Long Island-Marseille (substance)
4182008,Cytidine diphosphate diacylglycerol-serine O-phosphatidyl-transferase (substance)
4182008,Cytidine diphosphate diacylglycerol-serine O-phosphatidyl-transferase (substance)
4182008,Cytidine diphosphate diacylglycerol-serine O-phosphatidyl-transferase (substance)
4182008,Cytidine diphosphate diacylglycerol-serine O-phosphatidyl-transferase (substance)
4182008,Cytidine diphosphate diacylglycerol-serine O-phosphatidyl-transferase (substance)
4188007,Fibrinogen Sydney II (substance)
4200007,Neriifolin (substance)
4201006,6-aminohexanoate-dimer hydrolase (substance)
4201006,6-aminohexanoate-dimer hydrolase (substance)
4203009,Imipramine pamoate (substance)
4207005,Cortisone beta-reductase (substance)
4217000,Fluorosilicate salt (substance)
4217000,Fluorosilicate salt (substance)
4218005,"Immunoglobulin, GM>23< allotype (substance)"
4231000,Gallium isotope (substance)
4239003,Glycerol dehydrogenase (substance)
4255005,Americium-241 (substance)
4255005,Americium-241 (substance)
4255005,Americium-241 (substance)
4289006,Keyhole-limpet hemocyanin (substance)
4289006,Keyhole-limpet hemocyanin (substance)
4290002,Linamarin synthase (substance)
4314009,Blood group antibody Allchurch (substance)
4334005,Tar oil (substance)
4334005,Tar oil (substance)
4342006,2-aminopyridine (substance)
4353000,Dibutyl phthalate (substance)
4353000,Dibutyl phthalate (substance)
4355007,Coagulation factor IX San Dimas variant (substance)
4362003,4-coumarate-coenzyme A ligase (substance)
4362003,4-coumarate-coenzyme A ligase (substance)
4362003,4-coumarate-coenzyme A ligase (substance)
4370008,Acetone (substance)
4393002,Blood group antigen Fedor (substance)
4401009,Blood group antibody H>T< (substance)
4422003,Blood group antigen (substance)
4423008,Fibrinogen New York II (substance)
4425001,Blood group antibody Binge (substance)
4435007,Sulfuryl fluoride (substance)
4435007,Sulfuryl fluoride (substance)
4437004,Cesium-127 (substance)
4437004,Cesium-127 (substance)
4437004,Cesium-127 (substance)
4471008,Californium-244 (substance)
4471008,Californium-244 (substance)
4471008,Californium-244 (substance)
4479005,Hemoglobin Brockton (substance)
4479005,Hemoglobin Brockton (substance)
4479005,Hemoglobin Brockton (substance)
4480008,Sulfaethidole (substance)
4480008,Sulfaethidole (substance)
4509009,Plant phenanthrene toxin (substance)
4534009,Bismuth-208 (substance)
4534009,Bismuth-208 (substance)
4534009,Bismuth-208 (substance)
4540002,Adenosine diphosphate deaminase (substance)
4540002,Adenosine diphosphate deaminase (substance)
4540002,Adenosine diphosphate deaminase (substance)
4546008,Myristic acid (substance)
4546008,Myristic acid (substance)
4546008,Myristic acid (substance)
4546008,Myristic acid (substance)
4546008,Myristic acid (substance)
4546008,Myristic acid (substance)
4555006,Blood group antibody Rils (substance)
4560005,Hemoglobin Mizuho (substance)
4560005,Hemoglobin Mizuho (substance)
4560005,Hemoglobin Mizuho (substance)
4561009,Arginine decarboxylase (substance)
4564001,Blood group antibody Sisson (substance)
4567008,Galactose-1-phosphate thymidylyltransferase (substance)
4567008,Galactose-1-phosphate thymidylyltransferase (substance)
4582003,Blood group antigen N^A^ (substance)
4591004,Blood group antigen Far (substance)
4591004,Blood group antigen Far (substance)
4591004,Blood group antigen Far (substance)
4591004,Blood group antigen Far (substance)
4591004,Blood group antigen Far (substance)
4610008,Senile cardiac protein (substance)
4610008,Senile cardiac protein (substance)
4616002,Triclobisonium chloride (substance)
4629002,Hypoglycin B (substance)
4635002,Arterial blood (substance)
4643007,Calf thymus ribonuclease H (substance)
4643007,Calf thymus ribonuclease H (substance)
4643007,Calf thymus ribonuclease H (substance)
4656000,Alcian blue 8GX stain (substance)
4656000,Alcian blue 8GX stain (substance)
4656000,Alcian blue 8GX stain (substance)
4656000,Alcian blue 8GX stain (substance)
4674009,"2,3-dihydroxybenzoate serine ligase (substance)"
4674009,"2,3-dihydroxybenzoate serine ligase (substance)"
4681002,Potassium permanganate (substance)
4693006,Chromium (51-Cr) albumin (substance)
4693006,Chromium (51-Cr) albumin (substance)
4700006,Beef insulin (substance)
4700006,Beef insulin (substance)
4700006,Beef insulin (substance)
4706000,Chlorine monoxide (substance)
4706000,Chlorine monoxide (substance)
4714006,Osmium-183m (substance)
4714006,Osmium-183m (substance)
4714006,Osmium-183m (substance)
4728000,Scopulariopsis proteinase (substance)
4732006,"Oncogene protein P55, V-MYC (substance)"
4732006,"Oncogene protein P55, V-MYC (substance)"
4746006,Hemoglobin Mito (substance)
4746006,Hemoglobin Mito (substance)
4746006,Hemoglobin Mito (substance)
4761007,Lymphocyte antigen CD30 (substance)
4761007,Lymphocyte antigen CD30 (substance)
4761007,Lymphocyte antigen CD30 (substance)
4761007,Lymphocyte antigen CD30 (substance)
4761007,Lymphocyte antigen CD30 (substance)
4762000,Platelet antigen HPA-3b (substance)
4762000,Platelet antigen HPA-3b (substance)
4777008,Fluroxene (substance)
4780009,Secbutabarbital sodium (substance)
4780009,Secbutabarbital sodium (substance)
4786003,"Beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (substance)"
4786003,"Beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (substance)"
4789005,Blood group antibody Bultar (substance)
4793004,Azobenzene reductase (substance)
4814001,Valethamate (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4824009,Amine oxidase (flavin-containing) (substance)
4825005,Peptidyl-glycinamidase (substance)
4825005,Peptidyl-glycinamidase (substance)
4825005,Peptidyl-glycinamidase (substance)
4831008,Arabinose-5-phosphate isomerase (substance)
4832001,Technetium (99m-Tc) mebrofenin (substance)
4832001,Technetium (99m-Tc) mebrofenin (substance)
4833006,"Glucan endo-1,3-alpha-glucosidase (substance)"
4833006,"Glucan endo-1,3-alpha-glucosidase (substance)"
4844003,"3,3' diiodothyronine (substance)"
4844003,"3,3' diiodothyronine (substance)"
4864008,Adenylic acid (substance)
4864008,Adenylic acid (substance)
4864008,Adenylic acid (substance)
4864008,Adenylic acid (substance)
4872005,Glucosulfone (substance)
4872005,Glucosulfone (substance)
4878009,Human leukocyte antigen Dw3 (substance)
4878009,Human leukocyte antigen Dw3 (substance)
4878009,Human leukocyte antigen Dw3 (substance)
4878009,Human leukocyte antigen Dw3 (substance)
4878009,Human leukocyte antigen Dw3 (substance)
4882006,Ichthyoallyeinotoxin (substance)
4889002,Xylulokinase (substance)
4901003,Pyruvate oxidase (coenzyme A-acetylating) (substance)
4901003,Pyruvate oxidase (coenzyme A-acetylating) (substance)
4925006,Oncogene protein V-ABC (substance)
4925006,Oncogene protein V-ABC (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4933007,Lymphocyte antigen CD15 (substance)
4940008,Tattoo dye (substance)
4955004,Neoplastic structural gene (substance)
4962008,Tree bark (substance)
4962008,Tree bark (substance)
4963003,Neutral amino acid (substance)
4965005,Glutathione reductase (reduced nicotinamide adenine dinucleotide phosphate) (substance)
4965005,Glutathione reductase (reduced nicotinamide adenine dinucleotide phosphate) (substance)
