text,cui,name,start,end,relevance,presence,laterality (generic)
2 previous acute ulcer of skin,104231000119108,acute ulcer of skin,11,30,historic,confirmed,none
gastric dysplasia while 69 y old,20915006,gastric dysplasia,0,17,historic,confirmed,none
acute parainfluenza virus bronchitis recovered,195726000,acute parainfluenza virus bronchitis,0,36,historic,confirmed,none
transitory fever of newborn recovered,60025004,transitory fever of newborn,0,27,historic,confirmed,none
no past history invasive non-typhoidal salmonellosis,763772002,invasive non-typhoidal salmonellosis,16,52,historic,negated,none
congenital corneal opacity few years back,268160006,congenital corneal opacity,0,26,historic,confirmed,none
4 previous acute pleuropericarditis,17668000,acute pleuropericarditis,11,35,historic,confirmed,none
hypercapnic respiratory failure some time prev,709109004,hypercapnic respiratory failure,0,31,historic,confirmed,none
past hist of dysgenesis of the cerebellum,253171007,dysgenesis of the cerebellum,13,41,historic,confirmed,none
1 previous macro re-entrant atrial tachycardia,735682000,macro re-entrant atrial tachycardia,11,46,historic,confirmed,none
1 previous porphyria-induced phototoxic burn,402480004,porphyria-induced phototoxic burn,11,44,historic,confirmed,none
freq acute lymphadenopathic toxoplasmosis,16116004,acute lymphadenopathic toxoplasmosis,5,41,historic,confirmed,none
no pmh of extremity artery atheroma,195254008,extremity artery atheroma,10,35,historic,negated,none
previous acute skin sarcoidosis,238674006,acute skin sarcoidosis,9,31,historic,confirmed,none
acute staphylococcal pericarditis recovered,194917003,acute staphylococcal pericarditis,0,33,historic,confirmed,none
never had chronic lung disease,413839001,chronic lung disease,10,30,historic,negated,none
benign neoplasm of talus last 4 mth,92424005,benign neoplasm of talus,0,24,historic,confirmed,none
osmotic diarrhea few yr previously,2946003,osmotic diarrhea,0,16,historic,confirmed,none
4 previous acute alcohol intoxication,1149333003,acute alcohol intoxication,11,37,historic,confirmed,none
2 prev benign paroxysmal positional vertigo,111541001,benign paroxysmal positional vertigo,7,43,historic,confirmed,none
freq acute allergic reaction,241929008,acute allergic reaction,5,28,historic,confirmed,none
zinc adverse reaction while 63 y old,293413000,zinc adverse reaction,0,21,historic,confirmed,none
obstetric problem affecting fetus until 47 years old,273982004,obstetric problem affecting fetus,0,33,historic,confirmed,none
pers hx lymphoid hyperplasia of stomach,28175004,lymphoid hyperplasia of stomach,8,39,historic,confirmed,none
acute abscess of face recovered,212438008,acute abscess of face,0,21,historic,confirmed,none
loculation syndrome prev,24956004,loculation syndrome,0,19,historic,confirmed,none
no ph of deficiency of maleylacetoacetate isomerase,124664006,deficiency of maleylacetoacetate isomerase,9,51,historic,negated,none
semliki forest fever in the past,49142006,semliki forest fever,0,20,historic,confirmed,none
several polyarticular acute primary gout,1153331004,polyarticular acute primary gout,8,40,historic,confirmed,none
acute situational disturbance last 3 mth,192041001,acute situational disturbance,0,29,historic,confirmed,none
transient hypoparathyroidism last 5 months,359742006,transient hypoparathyroidism,0,28,historic,confirmed,none
disease caused by diphyllobothriidae while age 20,105679002,disease caused by diphyllobothriidae,0,36,historic,confirmed,none
no pmh of carmellose adverse reaction,292798002,carmellose adverse reaction,10,37,historic,negated,none
acute clonorchiasis recovered,240800002,acute clonorchiasis,0,19,historic,confirmed,none
previously acute radiation proctitis,235761008,acute radiation proctitis,11,36,historic,confirmed,none
hypertrophic osteoarthropathy few yrs previously,203357004,hypertrophic osteoarthropathy,0,29,historic,confirmed,none
personal hist bullous dermatosis,7231009,bullous dermatosis,14,32,historic,confirmed,none
deficiency of carnosinase last 7 month,360943000,deficiency of carnosinase,0,25,historic,confirmed,none
localized osteoarthrosis last 1 mths,33952002,localized osteoarthrosis,0,24,historic,confirmed,none
pers hx of cimetidine adverse reaction,292107005,cimetidine adverse reaction,11,38,historic,confirmed,none
anaphylaxis caused by fruit until age 19,429751004,anaphylaxis caused by fruit,0,27,historic,confirmed,none
not had follicle stimulating hormone deficiency,190480009,follicle stimulating hormone deficiency,8,47,historic,negated,none
had acute infective pericarditis,233881003,acute infective pericarditis,4,32,historic,confirmed,none
deficiency of quinate dehydrogenase a few years ago,124112004,deficiency of quinate dehydrogenase,0,35,historic,confirmed,none
personal hx of antral ulcer,4911000119101,antral ulcer,15,27,historic,confirmed,none
previous stress ulceration of esophagus,235614000,stress ulceration of esophagus,9,39,historic,confirmed,none
no past hx of ectopia cordis,78250005,ectopia cordis,14,28,historic,negated,none
acute suppurative alveolar periostitis recovered,78996009,acute suppurative alveolar periostitis,0,38,historic,confirmed,none
3 prev sudden visual loss,15203004,sudden visual loss,7,25,historic,confirmed,none
hematoma of ovary last 6 mths,784409008,hematoma of ovary,0,17,historic,confirmed,none
acute necrotizing myelitis recovered,68577004,acute necrotizing myelitis,0,26,historic,confirmed,none
no pmh of calcification of tricuspid valve,472835004,calcification of tricuspid valve,10,42,historic,negated,none
acute viral sialadenitis recovered,235122006,acute viral sialadenitis,0,24,historic,confirmed,none
previous hist of congenital blindness,95486002,congenital blindness,17,37,historic,confirmed,none
2 previous secondary paroxysmal cold hemoglobinuria,50253007,secondary paroxysmal cold hemoglobinuria,11,51,historic,confirmed,none
4 prev acute malayan filarial abscess,240828008,acute malayan filarial abscess,7,37,historic,confirmed,none
previous acute exudative skin eruption,723014001,acute exudative skin eruption,9,38,historic,confirmed,none
no previous hx brachydactyly syndrome type b,389168002,brachydactyly syndrome type b,15,44,historic,negated,none
2 previous familial hemolytic uremic syndrome,722721004,familial hemolytic uremic syndrome,11,45,historic,confirmed,none
"heart injury, open last 6 mths",210060006,"heart injury, open",0,18,historic,confirmed,none
2 previous tendinitis of left elbow,12241111000119104,tendinitis of left elbow,11,35,historic,confirmed,left
spinal epidermoid cyst from 66 years of age,277339005,spinal epidermoid cyst,0,22,historic,confirmed,none
dehiscence of laparotomy wound while 64 years of age,446339007,dehiscence of laparotomy wound,0,30,historic,confirmed,none
acute left-sided heart failure recovered,364006,acute left-sided heart failure,0,30,historic,confirmed,none
no history gingival pocket,109628004,gingival pocket,11,26,historic,negated,none
personal hist malayan elephantiasis,19661000,malayan elephantiasis,14,35,historic,confirmed,none
never had dog bite of chest,283761005,dog bite of chest,10,27,historic,negated,none
pers hist of open dislocation of vertebra,88743001,open dislocation of vertebra,13,41,historic,confirmed,none
gastroenteric plague previously,240384004,gastroenteric plague,0,20,historic,confirmed,none
chronic hyponatremia last 12 months,50327002,chronic hyponatremia,0,20,historic,confirmed,none
prev history intentional flurbiprofen poisoning,290257002,intentional flurbiprofen poisoning,13,47,historic,confirmed,none
recurrent combat fatigue,61157009,combat fatigue,10,24,historic,confirmed,none
prev hist tremor due to pheochromocytoma,1156847004,tremor due to pheochromocytoma,10,40,historic,confirmed,none
acute schizophrenic episode upto aged 65,268617001,acute schizophrenic episode,0,27,historic,confirmed,none
past hist of ischemic hepatitis,235877000,ischemic hepatitis,13,31,historic,confirmed,none
acute duodenal ulcer recovered,196652006,acute duodenal ulcer,0,20,historic,confirmed,none
acute myocarditis recovered,46701001,acute myocarditis,0,17,historic,confirmed,none
acute contact dermatitis recovered,111189002,acute contact dermatitis,0,24,historic,confirmed,none
1 prev purpura fulminans,13507004,purpura fulminans,7,24,historic,confirmed,none
frequent acute nervous system disorder,127341005,acute nervous system disorder,9,38,historic,confirmed,none
thyroglobulin synthesis defect in the past,63127008,thyroglobulin synthesis defect,0,30,historic,confirmed,none
perianal fistula in the past,58103005,perianal fistula,0,16,historic,confirmed,none
personal hist of crohn's disease of stomach,235664007,crohn's disease of stomach,17,43,historic,confirmed,none
neoplasm of abdominal esophagus some time ago,126820003,neoplasm of abdominal esophagus,0,31,historic,confirmed,none
no pers history of idiopathic maternal thrombocytopenia,371106008,idiopathic maternal thrombocytopenia,19,55,historic,negated,none
self-administered poisoning last 9 months,363293009,self-administered poisoning,0,27,historic,confirmed,none
4 prev acute left-sided ulcerative colitis,969688801000119108,acute left-sided ulcerative colitis,7,42,historic,confirmed,none
anemia caused by oxygen until 29 yrs old,29551000,anemia caused by oxygen,0,23,historic,confirmed,none
acute necrotizing myelitis recovered,68577004,acute necrotizing myelitis,0,26,historic,confirmed,none
3 prev acute subglottic laryngitis,232429001,acute subglottic laryngitis,7,34,historic,confirmed,none
prev hx of fibronectin glomerulopathy,818952002,fibronectin glomerulopathy,11,37,historic,confirmed,none
personal hist carcinoma of male breast,372096000,carcinoma of male breast,14,38,historic,confirmed,none
3 prev tibialis tendinitis,50127006,tibialis tendinitis,7,26,historic,confirmed,none
no prev hx uric acid urolithiasis,267441009,uric acid urolithiasis,11,33,historic,negated,none
idiopathic transient neonatal hyperinsulinemia recovered,276563006,idiopathic transient neonatal hyperinsulinemia,0,46,historic,confirmed,none
paprika splitters' lung prev,233698001,paprika splitters' lung,0,23,historic,confirmed,none
2 prev acute necrosis of bone,84775005,acute necrosis of bone,7,29,historic,confirmed,none
no prev history of seminoma of descended testis,313429000,seminoma of descended testis,19,47,historic,negated,none
3 prev acute endometritis,67667007,acute endometritis,7,25,historic,confirmed,none
deficiency of alanine dehydrogenase in the past,124168008,deficiency of alanine dehydrogenase,0,35,historic,confirmed,none
previous hx of exotropia of left eye,15632771000119100,exotropia of left eye,15,36,historic,confirmed,left
no previous hx aplasia of aorta,204433005,aplasia of aorta,15,31,historic,negated,none
no personal hx of hairy cell leukemia variant,277568007,hairy cell leukemia variant,18,45,historic,negated,none
ruptured bladder with uroperitoneum few yrs ago,69784004,ruptured bladder with uroperitoneum,0,35,historic,confirmed,none
senile myocarditis in the past,279001,senile myocarditis,0,18,historic,confirmed,none
irreducible spigelian hernia prev,196957002,irreducible spigelian hernia,0,28,historic,confirmed,none
freq acute amebic dysentery,186116005,acute amebic dysentery,5,27,historic,confirmed,none
2 previous acute endogenous lipoid pneumonia,1010650005,acute endogenous lipoid pneumonia,11,44,historic,confirmed,none
pers hist of painful piezogenic pedal papules,50510006,painful piezogenic pedal papules,13,45,historic,confirmed,none
personal hist secondary tubulointerstitial nephritis,50411000119108,secondary tubulointerstitial nephritis,14,52,historic,confirmed,none
1 prev anterior cerebral artery syndrome,195210002,anterior cerebral artery syndrome,7,40,historic,confirmed,none
no past hx entropion of right eyelid,335291000119105,entropion of right eyelid,11,36,historic,negated,right
4 prev postoperative acute tubular necrosis,236426006,postoperative acute tubular necrosis,7,43,historic,confirmed,none
infection caused by ornithobilharzia last 3 mth,15693002,infection caused by ornithobilharzia,0,36,historic,confirmed,none
no pmh of basan syndrome,239011004,basan syndrome,10,24,historic,negated,none
acute osteomyelitis of ulna recovered,203166007,acute osteomyelitis of ulna,0,27,historic,confirmed,none
1 previous cushing ulcer,23649000,cushing ulcer,11,24,historic,confirmed,none
closed fracture of patella when age 6,80756009,closed fracture of patella,0,26,historic,confirmed,none
