text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
intrapartum fetal hypoxia {p dog bite of wrist} coproporphyria,283753000 | Dog bite of wrist (disorder),Positive,Confirmed,No laterality
hypoplasia of lower limb {p drug-induced porphyria} chronic perioophoritis,43599001 | Drug-induced porphyria (disorder),Positive,Confirmed,No laterality
accidental diphenhydramine overdose {p epoophoron} nail deformity,263993001 | Epoophoron (disorder),Positive,Confirmed,No laterality
reversed anion gap {p traumatic perilymph fistula} linear porokeratosis,262765004 | Traumatic perilymph fistula (disorder),Positive,Confirmed,No laterality
neonatal hypotonia {p hypochondrogenesis} hyperplasia of adenoids,205483007 | Hypochondrogenesis (disorder),Positive,Confirmed,No laterality
bursitis of upper limb {p idiopathic interstitial pneumonia} calorie overload,700249006 | Idiopathic interstitial pneumonia (disorder),Positive,Confirmed,No laterality
angiospastic ophthalmoauricular syndrome {p congenital renal atrophy} biliary ascariasis,204941003 | Congenital renal atrophy (disorder),Positive,Confirmed,No laterality
hypocalcemic rickets {p cerebellar pyogenic abscess} acute osteomyelitis of elbow,303061003 | Cerebellar pyogenic abscess (disorder),Positive,Confirmed,No laterality
disorder of carbohydrate absorption {p intentional dacarbazine poisoning} miller syndrome,290634003 | Intentional dacarbazine poisoning (disorder),Positive,Confirmed,No laterality
infantile hemangioma of liver {p huntington disease-like 2} idiopathic glomerular disease,721228006 | Huntington disease-like 2 (disorder),Positive,Confirmed,No laterality
radiopharmaceutical adverse reaction {p late quaternary neurosyphilis} mosaic trisomy 10 syndrome,266133006 | Late quaternary neurosyphilis (disorder),Positive,Confirmed,No laterality
osteoporotic fracture of bone {p acute disease} superior tracheobronchial lymphadenopathy,2704003 | Acute disease (disorder),Positive,Confirmed,No laterality
chronic active hepatitis {p myosin storage myopathy} vasomotor arterial disorder,699267007 | Myosin storage myopathy (disorder),Positive,Confirmed,No laterality
12q15 deletion syndrome {p respiratory syncytial virus bronchitis} leukoplakia of gingiva,79479005 | Respiratory syncytial virus bronchitis (disorder),Positive,Confirmed,No laterality
crohn's disease of scrotum {p neoplasm of supraclavicular region} cardiovascular syphilis,126636004 | Neoplasm of supraclavicular region (disorder),Positive,Confirmed,No laterality
deformity of chest wall {p disorder of body system} flexion contracture of joint,362965005 | Disorder of body system (disorder),Positive,Confirmed,No laterality
problems {p gastro-omental lymphadenopathy},127127005 | Gastro-omental lymphadenopathy (disorder),Positive,Confirmed,No laterality
subluxation of peroneal tendon {p pulmonary interstitial glycogenosis} cut of foot,707551007 | Pulmonary interstitial glycogenosis (disorder),Positive,Confirmed,No laterality
ruptured spinal arteriovenous malformation {p primary sarcoma of buttock} minor intraventricular conduction defect,687971000119108 | Primary sarcoma of buttock (disorder),Positive,Confirmed,No laterality
intentional etodolac overdose {p chronic mycotic otitis externa} atypical glycine encephalopathy,111898002 | Chronic mycotic otitis externa (disorder),Positive,Confirmed,No laterality
gingival papillary cratering {p excessive vomiting in pregnancy} accidental doxorubicin poisoning,14094001 | Excessive vomiting in pregnancy (disorder),Positive,Confirmed,No laterality
benign neoplasm of canthus {p alclometasone adverse reaction} early radiation dermatitis,293155001 | Alclometasone adverse reaction (disorder),Positive,Confirmed,No laterality
ethynodiol diacetate adverse reaction {p intentional insulin poisoning} rhabdomyoma,291803008 | Intentional insulin poisoning (disorder),Positive,Confirmed,No laterality
superficial injury of heel {p mandibular deviation} acoustic analysis deficit,235106005 | Mandibular deviation (disorder),Positive,Confirmed,No laterality
microdeletion of chromosome 15q24 {p internal hemorrhoids without complication} porcupine man,38214006 | Internal hemorrhoids without complication (disorder),Positive,Confirmed,No laterality
atelencephaly {p ingrowing great toenail} trisodium edetate adverse reaction,201108001 | Ingrowing great toenail (disorder),Positive,Confirmed,No laterality
poisoning caused by chloramphenicol {p disturbance of oral epithelium} intrusive luxation of tooth,205941000119107 | Disturbance of oral epithelium (disorder),Positive,Confirmed,No laterality
disorder of upper arm {p hydroxychloroquine adverse reaction} degenerative disorder of bone,292853000 | Hydroxychloroquine adverse reaction (disorder),Positive,Confirmed,No laterality
strangulated epigastric hernia {p spinal cord injury} intentional fluspirilene poisoning,90584004 | Spinal cord injury (disorder),Positive,Confirmed,No laterality
polyarticular acute primary gout {p eosinophilic duodenitis} dependent drug abuse,717873003 | Eosinophilic duodenitis (disorder),Positive,Confirmed,No laterality
breakage of musculoskeletal implant {p hepatitis c genotype 1} intentional cephamandole poisoning,824841000000105 | Hepatitis C genotype 1 (disorder),Positive,Confirmed,No laterality
chikungunya arthritis {p congenital anomaly of hair} intentional fentanyl poisoning,65033000 | Congenital anomaly of hair (disorder),Positive,Confirmed,No laterality
neoplasm of metacarpal bone {p megalencephaly capillary malformation} dextropropoxyphene adverse reaction,700063005 | Megalencephaly capillary malformation (disorder),Positive,Confirmed,No laterality
congenital ureteric valves {p internal pelvic injury} condylomata lata of penis,275380002 | Internal pelvic injury (disorder),Positive,Confirmed,No laterality
congenital livedo reticularis {p adult retinoschisis} accidental needle stick injury,723023003 | Adult retinoschisis (disorder),Positive,Confirmed,No laterality
"runaway cardiac pacemaker {p asphyxia, in liveborn infant} familial thyroglossal duct cyst","28314004 | Asphyxia, in liveborn infant (disorder)",Positive,Confirmed,No laterality
impression {p fibrous papule of nose},254745007 | Fibrous papule of nose (disorder),Positive,Confirmed,No laterality
white sutton syndrome {p hemolytic glaucoma} cardiomyopathy due to diphtheria,392030001 | Hemolytic glaucoma (disorder),Positive,Confirmed,No laterality
drug habituation {p accidental cisapride overdose} healed gastric ulcer,295411000 | Accidental cisapride overdose (disorder),Positive,Confirmed,No laterality
influenzal bronchopneumonia {p absolute glaucoma} anti-pneumococcal polysaccharide antibody deficiency,19144002 | Absolute glaucoma (disorder),Positive,Confirmed,No laterality
endometriosis of thorax {p fluvoxamine poisoning} sprain of wrist,290910006 | Fluvoxamine poisoning (disorder),Positive,Confirmed,No laterality
cellulitis of lower limb {p tumor of tympanic antrum} dent disease type 2,254471005 | Tumor of tympanic antrum (disorder),Positive,Confirmed,No laterality
transient monoplegia {p angel-shaped phalangoepiphyseal dysplasia} fibrosis of vas deferens,720984008 | Angel-shaped phalangoepiphyseal dysplasia (disorder),Positive,Confirmed,No laterality
tooth malformation {p anterior frontopolar epilepsy} idiopathic chondrocalcinosis,230397004 | Anterior frontopolar epilepsy (disorder),Positive,Confirmed,No laterality
gingival amyloidosis {p bronchopneumonia caused by achromobacter} descemetocele of bilateral eyes,10624991000119103 | Bronchopneumonia caused by Achromobacter (disorder),Positive,Confirmed,No laterality
inflammation of sacroiliac joint {p scleroderma-associated telangiectasia} steroid-induced diabetes,403516008 | Scleroderma-associated telangiectasia (disorder),Positive,Confirmed,No laterality
charcot-marie-tooth disease type if {p neoplasm of sublingual gland} conjunctival laceration,126790004 | Neoplasm of sublingual gland (disorder),Positive,Confirmed,No laterality
calcific tendinitis of shoulder {p melanocytic neoplasm} hypertrophic scar,399956005 | Melanocytic neoplasm (disorder),Positive,Confirmed,No laterality
accidental 5-hydroxytryptamine-3-receptor antagonist overdose {p secondary pulmonary hypertension} ambulatory plague,88223008 | Secondary pulmonary hypertension (disorder),Positive,Confirmed,No laterality
cavernous hemangioma {p macrotia} dacarbazine poisoning,69056000 | Macrotia (disorder),Positive,Confirmed,No laterality
chronic mastitis {p disorder of cardiac atrium} isoprenaline adverse reaction,870575001 | Disorder of cardiac atrium (disorder),Positive,Confirmed,No laterality
chronic meningitis {p embryonal carcinoma of ovary} neuroendocrine neoplasm of gallbladder,254872007 | Embryonal carcinoma of ovary (disorder),Positive,Confirmed,No laterality
acute haemophilus influenzae bronchitis {p bilirubinuria} palsy of vagus nerve,47922009 | Bilirubinuria (disorder),Positive,Confirmed,No laterality
infected foreign body {p unbalanced translocation of chromosome} gulf war syndrome,444858009 | Unbalanced translocation of chromosome (disorder),Positive,Confirmed,No laterality
hemolytic anemia {p osteoma mucosae} saccadic pulses,404075002 | Osteoma mucosae (disorder),Positive,Confirmed,No laterality
congenital anomaly of cerebrum {p iatrogenic non-allergic anaphylaxis} deep dog bite,402395003 | Iatrogenic non-allergic anaphylaxis (disorder),Positive,Confirmed,No laterality
neuronal ceroid lipofuscinosis {p micropsia} intentional lansoprazole poisoning,421801003 | Micropsia (disorder),Positive,Confirmed,No laterality
drug-induced pigmentation of cornea {p restrictive strabismus} q fever osteomyelitis,428459007 | Restrictive strabismus (disorder),Positive,Confirmed,No laterality
chédiak-higashi syndrome {p secondary hypopituitarism} obstruction of bile duct,442001 | Secondary hypopituitarism (disorder),Positive,Confirmed,No laterality
accidental phosphodiesterase inhibitor overdose {p bat ear} senile corneal changes,76223006 | Bat ear (disorder),Positive,Confirmed,No laterality
everglades virus disease {p collagen disease} headache disorder,81573002 | Collagen disease (disorder),Positive,Confirmed,No laterality
impression {p effusion of sternoclavicular joint},202371002 | Effusion of sternoclavicular joint (disorder),Positive,Confirmed,No laterality
osteomyelitis of forearm {p colitis} domperidone adverse reaction,64226004 | Colitis (disorder),Positive,Confirmed,No laterality
nail wound of buttock {p fetal pleural effusion} fluphenazine adverse reaction,462163003 | Fetal pleural effusion (disorder),Positive,Confirmed,No laterality
lissencephaly {p rhabdomyolysis due to statin} undifferentiated schizophrenia,787206005 | Rhabdomyolysis due to statin (disorder),Positive,Confirmed,No laterality
impression {p abscess of parametrium},53200002 | Abscess of parametrium (disorder),Positive,Confirmed,No laterality
haemophilus influenzae pneumonia {p traumatic blister of face} nongangrenous ischemic colitis,271107000 | Traumatic blister of face (disorder),Positive,Confirmed,No laterality
familial osteochondritis dissecans {p accommodative excess} myoclonic dystonia,420181007 | Accommodative excess (disorder),Positive,Confirmed,No laterality
"large ovary {p degloving injury, knee} dog bite of thigh","210701004 | Degloving injury, knee (disorder)",Positive,Confirmed,No laterality
peripheral t-cell lymphoma {p transient acantholytic dermatosis} ring chromosome 13 syndrome,17796002 | Transient acantholytic dermatosis (disorder),Positive,Confirmed,No laterality
acute echovirus bronchitis {p solitary hamartoma of lung} hyperchloremia,707381003 | Solitary hamartoma of lung (disorder),Positive,Confirmed,No laterality
famphur poisoning {p muscle abscess of hand} infantile stiff skin syndrome,203025009 | Muscle abscess of hand (disorder),Positive,Confirmed,No laterality
cholesteatoma with complications {p clioquinol adverse reaction} hyperkeratosis of yaws,293068006 | Clioquinol adverse reaction (disorder),Positive,Confirmed,No laterality
"acral self-healing collodion baby {p interface dermatitis, lichenoid type} arterial thoracic outlet syndrome","39422006 | Interface dermatitis, lichenoid type (disorder)",Positive,Confirmed,No laterality
caffeine-induced anxiety disorder {p chondrocalcinosis of bilateral shoulders} pulmonary actinomycosis,15705241000119106 | Chondrocalcinosis of bilateral shoulders (disorder),Positive,Confirmed,Bilateral
acquired keratoglobus {p perinatal necrotizing enterocolitis} toxocara chorioretinitis,397729009 | Perinatal necrotizing enterocolitis (disorder),Positive,Confirmed,No laterality
rheumatic tricuspid valve regurgitation {p distance esotropia} peripheral neuroectodermal tumor,313155007 | Distance esotropia (disorder),Positive,Confirmed,No laterality
familial pulmonary capillary hemangiomatosis {p serous nipple discharge} bismuth poisoning,290109002 | Serous nipple discharge (disorder),Positive,Confirmed,No laterality
