text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p disorder of glycoprotein metabolism} in the past,238045003 | Disorder of glycoprotein metabolism (disorder),Historic,Confirmed,No laterality
no prev hx of {p foreign body in nasopharynx},2245007 | Foreign body in nasopharynx (disorder),Historic,Negated,No laterality
{p charcot-marie-tooth disease type 4h} last 9 mth,715802008 | Charcot-Marie-Tooth disease type 4H (disorder),Historic,Confirmed,No laterality
past hx {p boric acid adverse reaction},292894008 | Boric acid adverse reaction (disorder),Historic,Confirmed,No laterality
{p cystic acne} few years back,13277001 | Cystic acne (disorder),Historic,Confirmed,No laterality
prev history {p liquorice adverse reaction},292104003 | Liquorice adverse reaction (disorder),Historic,Confirmed,No laterality
no pmh {p cyproterone adverse reaction},293232008 | Cyproterone adverse reaction (disorder),Historic,Negated,No laterality
{p menkes kinky-hair syndrome} last 4 mths,59178007 | Menkes kinky-hair syndrome (disorder),Historic,Confirmed,No laterality
pers hx {p gingival polyp},45676007 | Gingival polyp (disorder),Historic,Confirmed,No laterality
{p scarring alopecia} previously,400088006 | Scarring alopecia (disorder),Historic,Confirmed,No laterality
{p lipoma of eyelid} at aged 56,188983004 | Lipoma of eyelid (disorder),Historic,Confirmed,No laterality
previous {p acute tonsillitis},17741008 | Acute tonsillitis (disorder),Historic,Confirmed,No laterality
2 prev {p nephrotoxic acute renal failure},236428007 | Nephrotoxic acute renal failure (disorder),Historic,Confirmed,No laterality
4 previous {p acute suppurative arthritis},372940009 | Acute suppurative arthritis (disorder),Historic,Confirmed,No laterality
several {p acute ventricular septal rupture},371817007 | Acute ventricular septal rupture (disorder),Historic,Confirmed,No laterality
{p injury due to explosion} when 36 years of age,397996002 | Injury due to explosion (disorder),Historic,Confirmed,No laterality
no pmh of {p fracture of pubic tubercle},13960001000004106 | Fracture of pubic tubercle (disorder),Historic,Negated,No laterality
{p cricopharyngeal bar} few years prev,235633005 | Cricopharyngeal bar (disorder),Historic,Confirmed,No laterality
{p dicentra spectabilis poisoning} from age 29,44173007 | Dicentra spectabilis poisoning (disorder),Historic,Confirmed,No laterality
{p photoallergic dermatitis} from 11 y o,111209006 | Photoallergic dermatitis (disorder),Historic,Confirmed,No laterality
{p ulcerative colitis} last 4 month,64766004 | Ulcerative colitis (disorder),Historic,Confirmed,No laterality
no history {p nonunion of spinal fusion},307211004 | Nonunion of spinal fusion (disorder),Historic,Negated,No laterality
{p secondary cold-type hemolytic anemia} last 12 mths,191212002 | Secondary cold-type hemolytic anemia (disorder),Historic,Confirmed,No laterality
{p neurologic voice disorder} previously,71941009 | Neurologic voice disorder (disorder),Historic,Confirmed,No laterality
{p toxic effect of cyanide} last 2 month,66207005 | Toxic effect of cyanide (disorder),Historic,Confirmed,No laterality
{p disorder of vagina} last 11 mths,25658005 | Disorder of vagina (disorder),Historic,Confirmed,No laterality
{p benign neoplasm of epiglottis} in the past,92089006 | Benign neoplasm of epiglottis (disorder),Historic,Confirmed,No laterality
{p x-linked hyper-immunoglobulin m syndrome} few years previously,403835002 | X-linked hyper-immunoglobulin M syndrome (disorder),Historic,Confirmed,No laterality
"{p abrasion of vulva, infected} a few years ago","211066006 | Abrasion of vulva, infected (disorder)",Historic,Confirmed,No laterality
{p antacid adverse reaction} at 37 y old,292122000 | Antacid adverse reaction (disorder),Historic,Confirmed,No laterality
personal hx of {p flucytosine overdose},296531007 | Flucytosine overdose (disorder),Historic,Confirmed,No laterality
no pmh {p oxybuprocaine adverse reaction},292184001 | Oxybuprocaine adverse reaction (disorder),Historic,Negated,No laterality
past medical hx of {p transitory neonatal hypokalemia},206492004 | Transitory neonatal hypokalemia (disorder),Historic,Confirmed,No laterality
{p retained dental root} while 50 years old,66569006 | Retained dental root (disorder),Historic,Confirmed,No laterality
no past hist of {p intentional ifosfamide overdose},295630005 | Intentional ifosfamide overdose (disorder),Historic,Negated,No laterality
1 previous {p acute lymphangitis of hand},48503007 | Acute lymphangitis of hand (disorder),Historic,Confirmed,No laterality
{p acute infectious lymphocytosis} recovered,48516007 | Acute infectious lymphocytosis (disorder),Historic,Confirmed,No laterality
{p postmyocardial infarction syndrome} when age 36,66189004 | Postmyocardial infarction syndrome (disorder),Historic,Confirmed,No laterality
{p post-renal renal failure} recovered,301814009 | Post-renal renal failure (disorder),Historic,Confirmed,No laterality
{p argentinian hemorrhagic fever} recovered,58868000 | Argentinian hemorrhagic fever (disorder),Historic,Confirmed,No laterality
{p deficiency of ketohexokinase} prev,124299001 | Deficiency of ketohexokinase (disorder),Historic,Confirmed,No laterality
pers hist {p deep hematoma},262559001 | Deep hematoma (disorder),Historic,Confirmed,No laterality
{p nortriptyline adverse reaction} from aged 15,292284009 | Nortriptyline adverse reaction (disorder),Historic,Confirmed,No laterality
{p famotidine adverse reaction} few years back,292108000 | Famotidine adverse reaction (disorder),Historic,Confirmed,No laterality
2 prev {p acute respiratory failure},65710008 | Acute respiratory failure (disorder),Historic,Confirmed,No laterality
{p seropositive rheumatoid arthritis} upto age 34,239791005 | Seropositive rheumatoid arthritis (disorder),Historic,Confirmed,No laterality
{p cholinergic dermographism} while aged 36,402412003 | Cholinergic dermographism (disorder),Historic,Confirmed,No laterality
several {p acute cerebral ischemia},16218291000119100 | Acute cerebral ischemia (disorder),Historic,Confirmed,No laterality
several {p acute myometritis},76151005 | Acute myometritis (disorder),Historic,Confirmed,No laterality
{p tendinitis of left elbow} recovered,12241111000119104 | Tendinitis of left elbow (disorder),Historic,Confirmed,Left
4 prev {p acute meningococcal pericarditis},194906004 | Acute meningococcal pericarditis (disorder),Historic,Confirmed,No laterality
no prev hx {p benign neoplasm of neck},92246000 | Benign neoplasm of neck (disorder),Historic,Negated,No laterality
no pmh {p macular vitelliform deposits},247155003 | Macular vitelliform deposits (disorder),Historic,Negated,No laterality
several {p acute pneumococcal pericarditis},194916007 | Acute pneumococcal pericarditis (disorder),Historic,Confirmed,No laterality
previous hx {p eiken syndrome},720863002 | Eiken syndrome (disorder),Historic,Confirmed,No laterality
2 previous {p acute ulcer of skin},104231000119108 | Acute ulcer of skin (disorder),Historic,Confirmed,No laterality
{p gastric dysplasia} while 69 y old,20915006 | Gastric dysplasia (disorder),Historic,Confirmed,No laterality
{p acute parainfluenza virus bronchitis} recovered,195726000 | Acute parainfluenza virus bronchitis (disorder),Historic,Confirmed,No laterality
{p transitory fever of newborn} recovered,60025004 | Transitory fever of newborn (disorder),Historic,Confirmed,No laterality
no past history {p invasive non-typhoidal salmonellosis},763772002 | Invasive non-typhoidal salmonellosis (disorder),Historic,Negated,No laterality
{p congenital corneal opacity} few years back,268160006 | Congenital corneal opacity (disorder),Historic,Confirmed,No laterality
4 previous {p acute pleuropericarditis},17668000 | Acute pleuropericarditis (disorder),Historic,Confirmed,No laterality
{p hypercapnic respiratory failure} some time prev,709109004 | Hypercapnic respiratory failure (disorder),Historic,Confirmed,No laterality
past hist of {p dysgenesis of the cerebellum},253171007 | Dysgenesis of the cerebellum (disorder),Historic,Confirmed,No laterality
1 previous {p macro re-entrant atrial tachycardia},735682000 | Macro re-entrant atrial tachycardia (disorder),Historic,Confirmed,No laterality
1 previous {p porphyria-induced phototoxic burn},402480004 | Porphyria-induced phototoxic burn (disorder),Historic,Confirmed,No laterality
freq {p acute lymphadenopathic toxoplasmosis},16116004 | Acute lymphadenopathic toxoplasmosis (disorder),Historic,Confirmed,No laterality
no pmh of {p extremity artery atheroma},195254008 | Extremity artery atheroma (disorder),Historic,Negated,No laterality
previous {p acute skin sarcoidosis},238674006 | Acute skin sarcoidosis (disorder),Historic,Confirmed,No laterality
{p acute staphylococcal pericarditis} recovered,194917003 | Acute staphylococcal pericarditis (disorder),Historic,Confirmed,No laterality
never had {p chronic lung disease},413839001 | Chronic lung disease (disorder),Historic,Negated,No laterality
{p benign neoplasm of talus} last 4 mth,92424005 | Benign neoplasm of talus (disorder),Historic,Confirmed,No laterality
{p osmotic diarrhea} few yr previously,2946003 | Osmotic diarrhea (disorder),Historic,Confirmed,No laterality
4 previous {p acute alcohol intoxication},1149333003 | Acute alcohol intoxication (disorder),Historic,Confirmed,No laterality
2 prev {p benign paroxysmal positional vertigo},111541001 | Benign paroxysmal positional vertigo (disorder),Historic,Confirmed,No laterality
freq {p acute allergic reaction},241929008 | Acute allergic reaction (disorder),Historic,Confirmed,No laterality
{p zinc adverse reaction} while 63 y old,293413000 | Zinc adverse reaction (disorder),Historic,Confirmed,No laterality
{p obstetric problem affecting fetus} until 47 years old,273982004 | Obstetric problem affecting fetus (disorder),Historic,Confirmed,No laterality
pers hx {p lymphoid hyperplasia of stomach},28175004 | Lymphoid hyperplasia of stomach (disorder),Historic,Confirmed,No laterality
{p acute abscess of face} recovered,212438008 | Acute abscess of face (disorder),Historic,Confirmed,No laterality
{p loculation syndrome} prev,24956004 | Loculation syndrome (disorder),Historic,Confirmed,No laterality
no ph of {p deficiency of maleylacetoacetate isomerase},124664006 | Deficiency of maleylacetoacetate isomerase (disorder),Historic,Negated,No laterality
{p semliki forest fever} in the past,49142006 | Semliki forest fever (disorder),Historic,Confirmed,No laterality
several {p polyarticular acute primary gout},1153331004 | Polyarticular acute primary gout (disorder),Historic,Confirmed,No laterality
{p acute situational disturbance} last 3 mth,192041001 | Acute situational disturbance (disorder),Historic,Confirmed,No laterality
{p transient hypoparathyroidism} last 5 months,359742006 | Transient hypoparathyroidism (disorder),Historic,Confirmed,No laterality
{p disease caused by diphyllobothriidae} while age 20,105679002 | Disease caused by Diphyllobothriidae (disorder),Historic,Confirmed,No laterality
no pmh of {p carmellose adverse reaction},292798002 | Carmellose adverse reaction (disorder),Historic,Negated,No laterality
{p acute clonorchiasis} recovered,240800002 | Acute clonorchiasis (disorder),Historic,Confirmed,No laterality
previously {p acute radiation proctitis},235761008 | Acute radiation proctitis (disorder),Historic,Confirmed,No laterality
{p hypertrophic osteoarthropathy} few yrs previously,203357004 | Hypertrophic osteoarthropathy (disorder),Historic,Confirmed,No laterality
personal hist {p bullous dermatosis},7231009 | Bullous dermatosis (disorder),Historic,Confirmed,No laterality
{p deficiency of carnosinase} last 7 month,360943000 | Deficiency of carnosinase (disorder),Historic,Confirmed,No laterality
{p localized osteoarthrosis} last 1 mths,33952002 | Localized osteoarthrosis (disorder),Historic,Confirmed,No laterality
pers hx of {p cimetidine adverse reaction},292107005 | Cimetidine adverse reaction (disorder),Historic,Confirmed,No laterality
{p anaphylaxis caused by fruit} until age 19,429751004 | Anaphylaxis caused by fruit (disorder),Historic,Confirmed,No laterality
not had {p follicle stimulating hormone deficiency},190480009 | Follicle stimulating hormone deficiency (disorder),Historic,Negated,No laterality
had {p acute infective pericarditis},233881003 | Acute infective pericarditis (disorder),Historic,Confirmed,No laterality
{p deficiency of quinate dehydrogenase} a few years ago,124112004 | Deficiency of quinate dehydrogenase (disorder),Historic,Confirmed,No laterality
personal hx of {p antral ulcer},4911000119101 | Antral ulcer (disorder),Historic,Confirmed,No laterality
previous {p stress ulceration of esophagus},235614000 | Stress ulceration of esophagus (disorder),Historic,Confirmed,No laterality
no past hx of {p ectopia cordis},78250005 | Ectopia cordis (disorder),Historic,Negated,No laterality
{p acute suppurative alveolar periostitis} recovered,78996009 | Acute suppurative alveolar periostitis (disorder),Historic,Confirmed,No laterality
