text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
family hist {p closed monteggia's fracture},29045004 | Closed Monteggia's fracture (disorder),Irrelevant,Confirmed,No laterality
concerned about {p protamine overdose},1149405004 | Protamine overdose (disorder),Irrelevant,Confirmed,No laterality
worried about {p corneal abrasion},85848002 | Corneal abrasion (disorder),Irrelevant,Confirmed,No laterality
discussion about {p first degree atrioventricular block},270492004 | First degree atrioventricular block (disorder),Irrelevant,Confirmed,No laterality
ddx {p open wound of hypochondrium},210470000 | Open wound of hypochondrium (disorder),Irrelevant,Confirmed,No laterality
son feels {p cellulitis of vas deferens},15110001 | Cellulitis of vas deferens (disorder),Irrelevant,Confirmed,No laterality
partner suffers from {p toad poisoning},3276005 | Toad poisoning (disorder),Irrelevant,Confirmed,No laterality
department of {p cystadenocarcinoma of kidney},254916002 | Cystadenocarcinoma of kidney (disorder),Irrelevant,Confirmed,No laterality
relative feels {p disease caused by plagiorchiidae},105669004 | Disease caused by Plagiorchiidae (disorder),Irrelevant,Confirmed,No laterality
department of {p intentional antihypertensive overdose},297058002 | Intentional antihypertensive overdose (disorder),Irrelevant,Confirmed,No laterality
risk of {p congenital adhesions of tongue},703000 | Congenital adhesions of tongue (disorder),Irrelevant,Confirmed,No laterality
spouse suffers from {p agenesis of maxilla},1003558000 | Agenesis of maxilla (disorder),Irrelevant,Confirmed,No laterality
discussion about {p ring chromosome 14 syndrome},702345009 | Ring chromosome 14 syndrome (disorder),Irrelevant,Confirmed,No laterality
family suffers from {p abdominal heart},14886009 | Abdominal heart (disorder),Irrelevant,Confirmed,No laterality
family hist {p neoplasm of sublingual gland},126790004 | Neoplasm of sublingual gland (disorder),Irrelevant,Confirmed,No laterality
grandparent feels {p disorder of nasopharynx},123952009 | Disorder of nasopharynx (disorder),Irrelevant,Confirmed,No laterality
fhx {p bituminosis},76157009 | Bituminosis (disorder),Irrelevant,Confirmed,No laterality
ddx {p normal non-fluency},229625009 | Normal non-fluency (disorder),Irrelevant,Confirmed,No laterality
fhx {p antituberculous drug adverse reaction},293070002 | Antituberculous drug adverse reaction (disorder),Irrelevant,Confirmed,No laterality
husband had {p high birth weight},276613009 | High birth weight (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p diffuse intraventricular block},82226007 | Diffuse intraventricular block (disorder),Irrelevant,Confirmed,No laterality
son {p mesio-occlusion of teeth},12264001 | Mesio-occlusion of teeth (disorder),Irrelevant,Confirmed,No laterality
sibling has {p atypical absence epilepsy},187931000119106 | Atypical absence epilepsy (disorder),Irrelevant,Confirmed,No laterality
fhx {p hemorrhagic mediastinitis},409497009 | Hemorrhagic mediastinitis (disorder),Irrelevant,Confirmed,No laterality
{p fluid overload pulmonary edema} precautions,233712009 | Fluid overload pulmonary edema (disorder),Irrelevant,Confirmed,No laterality
relation suffers from {p focal brain injury},210038008 | Focal brain injury (disorder),Irrelevant,Confirmed,No laterality
family hist {p large intestine anastomotic hemorrhage},236097003 | Large intestine anastomotic hemorrhage (disorder),Irrelevant,Confirmed,No laterality
wifes feels {p morphea},201049004 | Morphea (disorder),Irrelevant,Confirmed,No laterality
brothers suffers from {p neuroendocrine carcinoma of anus},870355006 | Neuroendocrine carcinoma of anus (disorder),Irrelevant,Confirmed,No laterality
fhx {p cutaneous erysipeloid},240394009 | Cutaneous erysipeloid (disorder),Irrelevant,Confirmed,No laterality
grandfather had {p cut of knee},283434009 | Cut of knee (disorder),Irrelevant,Confirmed,No laterality
fhx {p cardiovascular decompression injury},241998008 | Cardiovascular decompression injury (disorder),Irrelevant,Confirmed,No laterality
dept of {p isolated arhinencephaly},771147003 | Isolated arhinencephaly (disorder),Irrelevant,Confirmed,No laterality
dept of {p beclamide poisoning},290931009 | Beclamide poisoning (disorder),Irrelevant,Confirmed,No laterality
father had {p subungual hematoma of foot},274203005 | Subungual hematoma of foot (disorder),Irrelevant,Confirmed,No laterality
family member had {p carbuncle of right axilla},10626031000119105 | Carbuncle of right axilla (disorder),Irrelevant,Confirmed,Right
worried {p endometriosis of fallopian tube},22611009 | Endometriosis of fallopian tube (disorder),Irrelevant,Confirmed,No laterality
dad feels {p leukemic infiltrate of kidney},236512004 | Leukemic infiltrate of kidney (disorder),Irrelevant,Confirmed,No laterality
"worried about {p abrasion of penis, infected}","211064009 | Abrasion of penis, infected (disorder)",Irrelevant,Confirmed,No laterality
explained about {p triclofos sodium adverse reaction},292368006 | Triclofos sodium adverse reaction (disorder),Irrelevant,Confirmed,No laterality
risk of {p open injury of pleura},210094008 | Open injury of pleura (disorder),Irrelevant,Confirmed,No laterality
concerned about {p congenital obstruction of ureter},1156217009 | Congenital obstruction of ureter (disorder),Irrelevant,Confirmed,No laterality
fear of {p poisoning caused by emetic},27064003 | Poisoning caused by emetic (disorder),Irrelevant,Confirmed,No laterality
family hist {p tillaux fracture},263241008 | Tillaux fracture (disorder),Irrelevant,Confirmed,No laterality
{p adverse reaction to benzimidazole} risk score,871780002 | Adverse reaction to benzimidazole (disorder),Irrelevant,Confirmed,No laterality
discussed {p suprapyloric lymphadenopathy},127129008 | Suprapyloric lymphadenopathy (disorder),Irrelevant,Confirmed,No laterality
family history of {p cyclic premenstrual unconjugated hyperbilirubinemia},15877009 | Cyclic premenstrual unconjugated hyperbilirubinemia (disorder),Irrelevant,Confirmed,No laterality
worried about {p papilloma of nasal vestibule},232364006 | Papilloma of nasal vestibule (disorder),Irrelevant,Confirmed,No laterality
{p jugular lymphatic obstruction sequence} risk score,74650009 | Jugular lymphatic obstruction sequence (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p deficiency of l-amino-acid oxidase},124171000 | Deficiency of L-amino-acid oxidase (disorder),Irrelevant,Confirmed,No laterality
department of {p hyperschemazia},238978007 | Hyperschemazia (disorder),Irrelevant,Confirmed,No laterality
sister had {p colitis caused by salmonella},721682003 | Colitis caused by Salmonella (disorder),Irrelevant,Confirmed,No laterality
family had {p bisoprolol adverse reaction},292425009 | Bisoprolol adverse reaction (disorder),Irrelevant,Confirmed,No laterality
risk of {p pyloric atresia},27729002 | Pyloric atresia (disorder),Irrelevant,Confirmed,No laterality
{p varices of ovary} risk score,698187008 | Varices of ovary (disorder),Irrelevant,Confirmed,No laterality
{p localized vitiligo} precautions,403267005 | Localized vitiligo (disorder),Irrelevant,Confirmed,No laterality
{p dermatosis caused by mites} risk score,240885009 | Dermatosis caused by mites (disorder),Irrelevant,Confirmed,No laterality
fhx {p monoarthritis of left knee},313631000119104 | Monoarthritis of left knee (disorder),Irrelevant,Confirmed,Left
partner {p short neck},95427009 | Short neck (disorder),Irrelevant,Confirmed,No laterality
family suffers from {p cheiromegaly},1153429009 | Cheiromegaly (disorder),Irrelevant,Confirmed,No laterality
mother {p proteus like syndrome},716862002 | Proteus like syndrome (disorder),Irrelevant,Confirmed,No laterality
dept of {p primary leiomyosarcoma of perineum},685701000119105 | Primary leiomyosarcoma of perineum (disorder),Irrelevant,Confirmed,No laterality
grandfather {p accidental felbinac overdose},295235007 | Accidental felbinac overdose (disorder),Irrelevant,Confirmed,No laterality
husbands {p mixed feto-pelvic disproportion},199416003 | Mixed feto-pelvic disproportion (disorder),Irrelevant,Confirmed,No laterality
worried about {p chondrosarcoma of rib},1153423005 | Chondrosarcoma of rib (disorder),Irrelevant,Confirmed,No laterality
ddx {p gastrinoma},302824004 | Gastrinoma (disorder),Irrelevant,Confirmed,No laterality
family hist {p sandfly-borne phleboviral disease},407476002 | Sandfly-borne phleboviral disease (disorder),Irrelevant,Confirmed,No laterality
{p circumscribed hypomelanosis} precautions,402807009 | Circumscribed hypomelanosis (disorder),Irrelevant,Confirmed,No laterality
department of {p accidental chlorprothixene poisoning},291207002 | Accidental chlorprothixene poisoning (disorder),Irrelevant,Confirmed,No laterality
cousin suffers from {p oliguria following procedure},12202501000119106 | Oliguria following procedure (disorder),Irrelevant,Confirmed,No laterality
family history of {p duplication of pituitary gland},778005007 | Duplication of pituitary gland (disorder),Irrelevant,Confirmed,No laterality
discussed {p myelitis caused by bacterium},721245001 | Myelitis caused by bacterium (disorder),Irrelevant,Confirmed,No laterality
worried about {p bilious vomiting},71419002 | Bilious vomiting (disorder),Irrelevant,Confirmed,No laterality
ddx {p vulvitis caused by chemical},721592001 | Vulvitis caused by chemical (disorder),Irrelevant,Confirmed,No laterality
family had {p lifelong situational anorgasmia},735628004 | Lifelong situational anorgasmia (disorder),Irrelevant,Confirmed,No laterality
{p postprocedural aortic valve stenosis} risk score,703223000 | Postprocedural aortic valve stenosis (disorder),Irrelevant,Confirmed,No laterality
concerned about {p 5-amino-4-imidazole carboxamide ribosiduria},725289009 | 5-amino-4-imidazole carboxamide ribosiduria (disorder),Irrelevant,Confirmed,No laterality
family history of {p juvenile fucosidosis},399045007 | Juvenile fucosidosis (disorder),Irrelevant,Confirmed,No laterality
sisters {p localized anaphylaxis},14654002 | Localized anaphylaxis (disorder),Irrelevant,Confirmed,No laterality
grandparent feels {p norbormide toxicity},17345001 | Norbormide toxicity (disorder),Irrelevant,Confirmed,No laterality
relation feels {p acute abscess of breast},16698000 | Acute abscess of breast (disorder),Irrelevant,Confirmed,No laterality
ddx {p ilheus virus encephalitis},71105005 | Ilheus virus encephalitis (disorder),Irrelevant,Confirmed,No laterality
partner suffers from {p penicillinase-resistant penicillins adverse reaction},292962002 | Penicillinase-resistant penicillins adverse reaction (disorder),Irrelevant,Confirmed,No laterality
{p injection neuropathy} risk assessment,230613008 | Injection neuropathy (disorder),Irrelevant,Confirmed,No laterality
risk of {p hyperkalemia},14140009 | Hyperkalemia (disorder),Irrelevant,Confirmed,No laterality
{p fistula of buttock} risk assessment,446513005 | Fistula of buttock (disorder),Irrelevant,Confirmed,No laterality
wife feels {p rubella encephalitis},192689006 | Rubella encephalitis (disorder),Irrelevant,Confirmed,No laterality
dept of {p closed dislocation atlanto-occipital joint},269115004 | Closed dislocation atlanto-occipital joint (disorder),Irrelevant,Confirmed,No laterality
fhx {p semliki forest fever},49142006 | Semliki forest fever (disorder),Irrelevant,Confirmed,No laterality
father had {p accidental folic acid poisoning},291932005 | Accidental folic acid poisoning (disorder),Irrelevant,Confirmed,No laterality
family hist {p nipple discharge present},162166009 | Nipple discharge present (disorder),Irrelevant,Confirmed,No laterality
worried {p glass in toe},283273006 | Glass in toe (disorder),Irrelevant,Confirmed,No laterality
risk of {p childhood duodenal ulcer},43035002 | Childhood duodenal ulcer (disorder),Irrelevant,Confirmed,No laterality
{p neoplasm of craniopharyngeal duct} risk score,127025000 | Neoplasm of craniopharyngeal duct (disorder),Irrelevant,Confirmed,No laterality
daughter suffers from {p accidental pirenzepine overdose},295385000 | Accidental pirenzepine overdose (disorder),Irrelevant,Confirmed,No laterality
relation had {p congenital enlarged kidney},271387005 | Congenital enlarged kidney (disorder),Irrelevant,Confirmed,No laterality
grandfather suffers from {p miscarriage with cerebral anoxia},12394009 | Miscarriage with cerebral anoxia (disorder),Irrelevant,Confirmed,No laterality
family member suffers from {p foreign body in mouth},14380007 | Foreign body in mouth (disorder),Irrelevant,Confirmed,No laterality
{p sequelae of cerebral infarction} risk assessment,195243003 | Sequelae of cerebral infarction (disorder),Irrelevant,Confirmed,No laterality
discussion about {p poisoning caused by flucytosine},66491001 | Poisoning caused by flucytosine (disorder),Irrelevant,Confirmed,No laterality
grandfather has {p injury of optic tract},230519001 | Injury of optic tract (disorder),Irrelevant,Confirmed,No laterality
{p methylphenobarbitone adverse reaction} risk assessment,292322008 | Methylphenobarbitone adverse reaction (disorder),Irrelevant,Confirmed,No laterality
relative had {p papular syphilide},240560006 | Papular syphilide (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p epidermal burn of back},9063003 | Epidermal burn of back (disorder),Irrelevant,Confirmed,No laterality
grandfather had {p overdose of carbamazepine},295995000 | Overdose of carbamazepine (disorder),Irrelevant,Confirmed,No laterality
family history of {p follicular lymphoma grade 1},847481000000109 | Follicular lymphoma grade 1 (disorder),Irrelevant,Confirmed,No laterality
