text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p papulonodular disease of skin} neg,128042009 | Papulonodular disease of skin (disorder),Present,Negated,No laterality
{p myelitis caused by plasmodium} none,866127009 | Myelitis caused by Plasmodium (disorder),Present,Negated,No laterality
{p infection associated with implant} absent,473048005 | Infection associated with implant (disorder),Present,Negated,No laterality
{p infant hypothyroidism} none,405629002 | Infant hypothyroidism (disorder),Present,Negated,No laterality
absent {p congenital atresia of larynx},64981002 | Congenital atresia of larynx (disorder),Present,Negated,No laterality
without {p noncomitant alternating exotropia},347431000119104 | Noncomitant alternating exotropia (disorder),Present,Negated,No laterality
unlikely {p hymenoxys species poisoning},40054001 | Hymenoxys species poisoning (disorder),Present,Negated,No laterality
absence of {p alpha-adrenoceptor agonist overdose},296373003 | Alpha-adrenoceptor agonist overdose (disorder),Present,Negated,No laterality
{p bruised sole} not present,29298007 | Bruised sole (disorder),Present,Negated,No laterality
{p solanum nigrum poisoning} excluded,1387009 | Solanum nigrum poisoning (disorder),Present,Negated,No laterality
{p intentional mefloquine poisoning} negative,291456003 | Intentional mefloquine poisoning (disorder),Present,Negated,No laterality
{p benztropine adverse reaction} none,292536004 | Benztropine adverse reaction (disorder),Present,Negated,No laterality
no {p ulcerative gastrointestinal mucositis},14511000119108 | Ulcerative gastrointestinal mucositis (disorder),Present,Negated,No laterality
{p foreign body in lung} not present,24385003 | Foreign body in lung (disorder),Present,Negated,No laterality
{p injury to oculomotor nerve} negative,212145003 | Injury to oculomotor nerve (disorder),Present,Negated,No laterality
absent {p dilatation of semicircular canal},232305009 | Dilatation of semicircular canal (disorder),Present,Negated,No laterality
{p cutaneous toxoplasmosis} neg,240666009 | Cutaneous toxoplasmosis (disorder),Present,Negated,No laterality
{p acne urticata} no,201224007 | Acne urticata (disorder),Present,Negated,No laterality
{p benign neoplasm of maxilla} not detected,92210009 | Benign neoplasm of maxilla (disorder),Present,Negated,No laterality
free from {p cooper's hernia},8146009 | Cooper's hernia (disorder),Present,Negated,No laterality
{p superficial femoral artery stenosis} neg,233969003 | Superficial femoral artery stenosis (disorder),Present,Negated,No laterality
{p strangulated internal hernia} not present,236043003 | Strangulated internal hernia (disorder),Present,Negated,No laterality
{p enophthalmos} neg,80093006 | Enophthalmos (disorder),Present,Negated,No laterality
{p insomnia with sleep apnea} none,41975002 | Insomnia with sleep apnea (disorder),Present,Negated,No laterality
{p derencephalus} not detected,14061004 | Derencephalus (disorder),Present,Negated,No laterality
didnt {p cutaneous aspergillosis},111899005 | Cutaneous aspergillosis (disorder),Present,Negated,No laterality
{p purulent peritonitis} no,235983003 | Purulent peritonitis (disorder),Present,Negated,No laterality
{p neonatal osteosclerotic dysplasia} neg,389236000 | Neonatal osteosclerotic dysplasia (disorder),Present,Negated,No laterality
without mention of {p 15q partial trisomy syndrome},70324008 | 15q partial trisomy syndrome (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p disorder of auditory system},362966006 | Disorder of auditory system (disorder),Present,Negated,No laterality
absent {p perinatal thrombocytopenia},273986001 | Perinatal thrombocytopenia (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p agenesis of gallbladder},302953002 | Agenesis of gallbladder (disorder),Present,Negated,No laterality
{p chlamydial conjunctivitis} excluded,231861005 | Chlamydial conjunctivitis (disorder),Present,Negated,No laterality
absent {p primary localized cutaneous amyloidosis},733729003 | Primary localized cutaneous amyloidosis (disorder),Present,Negated,No laterality
absence of {p adhesion of stomach},89499009 | Adhesion of stomach (disorder),Present,Negated,No laterality
no {p aseptic meningitis},301770000 | Aseptic meningitis (disorder),Present,Negated,No laterality
never {p facial laceration},370247008 | Facial laceration (disorder),Present,Negated,No laterality
{p abscess of breast} absent,28432003 | Abscess of breast (disorder),Present,Negated,No laterality
{p accidental trichomycin poisoning} none,291435000 | Accidental trichomycin poisoning (disorder),Present,Negated,No laterality
no evidence of {p recurrent acute tonsillitis},195677001 | Recurrent acute tonsillitis (disorder),Present,Negated,No laterality
no {p benign neoplasm of endometrium},92086004 | Benign neoplasm of endometrium (disorder),Present,Negated,No laterality
no {p familial acute pancreatitis},235949005 | Familial acute pancreatitis (disorder),Present,Negated,No laterality
unlikely {p idiopathic pulmonary fibrosis},700250006 | Idiopathic pulmonary fibrosis (disorder),Present,Negated,No laterality
{p tripelennamine overdose} ruled out,296429001 | Tripelennamine overdose (disorder),Present,Negated,No laterality
{p chronic tophaceous gout} no,73877009 | Chronic tophaceous gout (disorder),Present,Negated,No laterality
{p basilar artery stenosis} negative,54519002 | Basilar artery stenosis (disorder),Present,Negated,No laterality
{p autosomal recessive retinitis pigmentosa} ruled out,232053004 | Autosomal recessive retinitis pigmentosa (disorder),Present,Negated,No laterality
absent {p infectious crystalline keratopathy},231909009 | Infectious crystalline keratopathy (disorder),Present,Negated,No laterality
{p pharyngotonsillitis} not detected,878818001 | Pharyngotonsillitis (disorder),Present,Negated,No laterality
absent {p partial parietal lobe epilepsy},21391000119102 | Partial parietal lobe epilepsy (disorder),Present,Negated,No laterality
lack of {p malignant melanoma of buttock},188051008 | Malignant melanoma of buttock (disorder),Present,Negated,No laterality
without mention of {p mucocolpos},68750005 | Mucocolpos (disorder),Present,Negated,No laterality
absent {p penile venereal edema},403470007 | Penile venereal edema (disorder),Present,Negated,No laterality
{p deficiency of ribonuclease} none,124573009 | Deficiency of ribonuclease (disorder),Present,Negated,No laterality
without mention of {p vestigial gastrointestinal remnant},281109007 | Vestigial gastrointestinal remnant (disorder),Present,Negated,No laterality
{p respiratory acidosis} absent,12326000 | Respiratory acidosis (disorder),Present,Negated,No laterality
absence of {p psychoactive substance-induced organic dementia},111480006 | Psychoactive substance-induced organic dementia (disorder),Present,Negated,No laterality
{p harmful use of cannabis} not present,1094171000000104 | Harmful use of cannabis (disorder),Present,Negated,No laterality
{p pure gonadal dysgenesis} not present,95219002 | Pure gonadal dysgenesis (disorder),Present,Negated,No laterality
"no {p congenital vesicoureterorenal reflux, bilateral}","253897003 | Congenital vesicoureterorenal reflux, bilateral (disorder)",Present,Negated,Bilateral
no evidence of {p generalized aphthosis},309740007 | Generalized aphthosis (disorder),Present,Negated,No laterality
{p moderate hyperemesis gravidarum} no,129597002 | Moderate hyperemesis gravidarum (disorder),Present,Negated,No laterality
{p deficiency of phosphomonoesterase} not present,360763000 | Deficiency of phosphomonoesterase (disorder),Present,Negated,No laterality
without {p drug-induced pseudoporphyria},239000007 | Drug-induced pseudoporphyria (disorder),Present,Negated,No laterality
{p chronic prostatitis} ruled out,19905009 | Chronic prostatitis (disorder),Present,Negated,No laterality
{p spina bifida aperta} none,58557008 | Spina bifida aperta (disorder),Present,Negated,No laterality
{p accidental piroxicam overdose} no,295292008 | Accidental piroxicam overdose (disorder),Present,Negated,No laterality
{p dense deposit disease} not detected,722760002 | Dense deposit disease (disorder),Present,Negated,No laterality
absence of {p neopulmonary valve regurgitation},703185000 | Neopulmonary valve regurgitation (disorder),Present,Negated,No laterality
no {p renal osteodystrophy},16726004 | Renal osteodystrophy (disorder),Present,Negated,No laterality
{p animal bite of hand} neg,283809003 | Animal bite of hand (disorder),Present,Negated,No laterality
{p atrioventricular block} not detected,233917008 | Atrioventricular block (disorder),Present,Negated,No laterality
{p transection of jejunum} excluded,282055005 | Transection of jejunum (disorder),Present,Negated,No laterality
{p schisis of right retina} absent,332341000119100 | Schisis of right retina (disorder),Present,Negated,Right
{p tumor stage mycosis fungoides} not detected,404113004 | Tumor stage mycosis fungoides (disorder),Present,Negated,No laterality
{p ectasia of left sclera} not detected,337881000119102 | Ectasia of left sclera (disorder),Present,Negated,Left
{p deficiency of glucose-6-phosphate isomerase} absent,124669001 | Deficiency of glucose-6-phosphate isomerase (disorder),Present,Negated,No laterality
didnt {p wrist pyogenic arthritis},239778009 | Wrist pyogenic arthritis (disorder),Present,Negated,No laterality
negative {p burn of oral cavity},286547006 | Burn of oral cavity (disorder),Present,Negated,No laterality
{p gonadal dysgenesis} none,205681004 | Gonadal dysgenesis (disorder),Present,Negated,No laterality
no {p primary milia},254680003 | Primary milia (disorder),Present,Negated,No laterality
{p insulin coma} negative,111558006 | Insulin coma (disorder),Present,Negated,No laterality
without {p hypoplasia of cardiac vein},204391005 | Hypoplasia of cardiac vein (disorder),Present,Negated,No laterality
{p intentional streptokinase poisoning} not detected,292027009 | Intentional streptokinase poisoning (disorder),Present,Negated,No laterality
never {p decarboxylase inhibitor adverse reaction},292408007 | Decarboxylase inhibitor adverse reaction (disorder),Present,Negated,No laterality
{p roch leri mesosomatous lipomatosis} not present,716772007 | Roch Leri mesosomatous lipomatosis (disorder),Present,Negated,No laterality
absence of {p hypertrophy of septomarginal trabeculation},406428006 | Hypertrophy of septomarginal trabeculation (disorder),Present,Negated,No laterality
absent {p anaphylaxis caused by shellfish},442052005 | Anaphylaxis caused by shellfish (disorder),Present,Negated,No laterality
{p congenital valvular insufficiency} none,1131009 | Congenital valvular insufficiency (disorder),Present,Negated,No laterality
{p iatrogenic instability of spine} none,860817008 | Iatrogenic instability of spine (disorder),Present,Negated,No laterality
no evidence of {p hyperparathyroidism},66999008 | Hyperparathyroidism (disorder),Present,Negated,No laterality
{p functional disorder} no,386585008 | Functional disorder (disorder),Present,Negated,No laterality
{p acquired striate leukonychia} negative,403304003 | Acquired striate leukonychia (disorder),Present,Negated,No laterality
didnt {p mustine adverse reaction},292209002 | Mustine adverse reaction (disorder),Present,Negated,No laterality
denies {p chronic disease of ear},128297008 | Chronic disease of ear (disorder),Present,Negated,No laterality
no {p extrarenal rhabdoid tumor},404089007 | Extrarenal rhabdoid tumor (disorder),Present,Negated,No laterality
not {p gestural tic disorder},230338006 | Gestural tic disorder (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p paraplegia},60389000 | Paraplegia (disorder),Present,Negated,No laterality
{p infection of fibula} not present,203234008 | Infection of fibula (disorder),Present,Negated,No laterality
{p chronic cyclosporin a nephrotoxicity} absent,236522005 | Chronic cyclosporin A nephrotoxicity (disorder),Present,Negated,No laterality
{p nicotine poisoning} negative,66884007 | Nicotine poisoning (disorder),Present,Negated,No laterality
