text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
sus {p post-infectious cicatrizing conjunctivitis},416054002 | Post-infectious cicatrizing conjunctivitis (disorder),Present,Suspected,No laterality
{p acute toxoplasmosis chorioretinitis} suspected,314031009 | Acute toxoplasmosis chorioretinitis (disorder),Present,Suspected,No laterality
? {p spinocerebellar ataxia type 14},719210007 | Spinocerebellar ataxia type 14 (disorder),Present,Suspected,No laterality
suspicious {p tracheobronchial lymphadenopathy},127103008 | Tracheobronchial lymphadenopathy (disorder),Present,Suspected,No laterality
"may {p conduct disorder, group type}","66307007 | Conduct disorder, group type (disorder)",Present,Suspected,No laterality
maybe {p neoplasm of myometrium},126910009 | Neoplasm of myometrium (disorder),Present,Suspected,No laterality
pos {p monoarthritis},699462004 | Monoarthritis (disorder),Present,Suspected,No laterality
exclude {p fibrosclerosis - systemic},239885004 | Fibrosclerosis - systemic (disorder),Present,Suspected,No laterality
may be {p injury due to bullet},243000002 | Injury due to bullet (disorder),Present,Suspected,No laterality
{p benign tumor of nasopharynx} suspected,188800003 | Benign tumor of nasopharynx (disorder),Present,Suspected,No laterality
{p eccrine epithelioma of skin} suspected,254722001 | Eccrine epithelioma of skin (disorder),Present,Suspected,No laterality
{p oxyphenbutazone overdose} suspected,295283005 | Oxyphenbutazone overdose (disorder),Present,Suspected,No laterality
could have {p scrotal pruritus},65645005 | Scrotal pruritus (disorder),Present,Suspected,No laterality
? {p contusion of buccal mucosa},110257008 | Contusion of buccal mucosa (disorder),Present,Suspected,No laterality
suspect {p geleophysic dysplasia},28557005 | Geleophysic dysplasia (disorder),Present,Suspected,No laterality
suspicious {p atony of uterus},9293002 | Atony of uterus (disorder),Present,Suspected,No laterality
may be {p asymptomatic multiple myeloma},440422002 | Asymptomatic multiple myeloma (disorder),Present,Suspected,No laterality
may {p intentional ergot alkaloid poisoning},292001009 | Intentional ergot alkaloid poisoning (disorder),Present,Suspected,No laterality
probably {p ethylene glycol poisoning},426692001 | Ethylene glycol poisoning (disorder),Present,Suspected,No laterality
suspect {p skull congenital deformities},253979005 | Skull congenital deformities (disorder),Present,Suspected,No laterality
{p gastroenteritis} suspected,25374005 | Gastroenteritis (disorder),Present,Suspected,No laterality
exclude {p neck sprain},209557005 | Neck sprain (disorder),Present,Suspected,No laterality
{p injury of toe} suspected,282776008 | Injury of toe (disorder),Present,Suspected,No laterality
possible {p acute epididymitis},43491000 | Acute epididymitis (disorder),Present,Suspected,No laterality
sus {p accidental iproniazid overdose},295895004 | Accidental iproniazid overdose (disorder),Present,Suspected,No laterality
probably {p interictal behavior disorder},231524005 | Interictal behavior disorder (disorder),Present,Suspected,No laterality
suspect {p microscopic hematuria},197940006 | Microscopic hematuria (disorder),Present,Suspected,No laterality
quer {p ependymal cyst},230792007 | Ependymal cyst (disorder),Present,Suspected,No laterality
query {p malignant tumor of face},363501002 | Malignant tumor of face (disorder),Present,Suspected,No laterality
prob {p drug-induced gynecomastia},237449003 | Drug-induced gynecomastia (disorder),Present,Suspected,No laterality
quer {p carbamate overdose},296130002 | Carbamate overdose (disorder),Present,Suspected,No laterality
? {p alcoholic cerebellar degeneration},361273006 | Alcoholic cerebellar degeneration (disorder),Present,Suspected,No laterality
prob {p bite in axilla},362996001 | Bite in axilla (disorder),Present,Suspected,No laterality
suspected {p closed fracture dislocation midcarpal},209267001 | Closed fracture dislocation midcarpal (disorder),Present,Suspected,No laterality
may be {p idiosyncratic drug effect},33845003 | Idiosyncratic drug effect (disorder),Present,Suspected,No laterality
may be {p joint capsule sprain},263000005 | Joint capsule sprain (disorder),Present,Suspected,No laterality
may {p amebic dysentery},387754006 | Amebic dysentery (disorder),Present,Suspected,No laterality
likely {p severe aortic valve regurgitation},838546001 | Severe aortic valve regurgitation (disorder),Present,Suspected,No laterality
"likely {p closed crush injury, thumb}","211583005 | Closed crush injury, thumb (disorder)",Present,Suspected,No laterality
likely {p poisoning caused by spermicide},34729003 | Poisoning caused by spermicide (disorder),Present,Suspected,No laterality
suspicion of {p tuberculous abscess of lung},446543007 | Tuberculous abscess of lung (disorder),Present,Suspected,No laterality
poss {p endometriosis of round ligament},5327000 | Endometriosis of round ligament (disorder),Present,Suspected,No laterality
exclude {p fistula of urachus},398320008 | Fistula of urachus (disorder),Present,Suspected,No laterality
maybe {p williams syndrome},63247009 | Williams syndrome (disorder),Present,Suspected,No laterality
suspicion of {p phosphorus poisoning},75529001 | Phosphorus poisoning (disorder),Present,Suspected,No laterality
could have {p generalized congenital intestinal dysmotility},253785008 | Generalized congenital intestinal dysmotility (disorder),Present,Suspected,No laterality
quer {p latent nystagmus},68610001 | Latent nystagmus (disorder),Present,Suspected,No laterality
could have {p poor fetal nutrition},276608005 | Poor fetal nutrition (disorder),Present,Suspected,No laterality
possible {p acquired porphyria cutanea tarda},1155910005 | Acquired porphyria cutanea tarda (disorder),Present,Suspected,No laterality
suspected {p congenital absence of vertebra},15843004 | Congenital absence of vertebra (disorder),Present,Suspected,No laterality
likely {p fracture of midfacial bones},263155005 | Fracture of midfacial bones (disorder),Present,Suspected,No laterality
susp {p familial dyshormonogenetic goiter},237554005 | Familial dyshormonogenetic goiter (disorder),Present,Suspected,No laterality
possible {p hydatid cyst of breast},237458005 | Hydatid cyst of breast (disorder),Present,Suspected,No laterality
{p secondary intestinal pseudo-obstruction} suspected,51522004 | Secondary intestinal pseudo-obstruction (disorder),Present,Suspected,No laterality
could have {p x-linked spondyloepimetaphyseal dysplasia},770603000 | X-linked spondyloepimetaphyseal dysplasia (disorder),Present,Suspected,No laterality
probably {p subacute perimetritis},198185005 | Subacute perimetritis (disorder),Present,Suspected,No laterality
suspected {p phenazocine overdose},295144003 | Phenazocine overdose (disorder),Present,Suspected,No laterality
suspicion of {p genetic lipodystrophy},724841000 | Genetic lipodystrophy (disorder),Present,Suspected,No laterality
could be {p self poisoning by paraquat},242837004 | Self poisoning by paraquat (disorder),Present,Suspected,No laterality
"possible {p contusion, finger, multiple}","211515006 | Contusion, finger, multiple (disorder)",Present,Suspected,No laterality
suspicion of {p occlusion of bile duct},197446008 | Occlusion of bile duct (disorder),Present,Suspected,No laterality
query {p accidental ceftibuten overdose},296739006 | Accidental ceftibuten overdose (disorder),Present,Suspected,No laterality
{p abnormal spermatogenesis} suspected,4529005 | Abnormal spermatogenesis (disorder),Present,Suspected,No laterality
suspicious {p neurovascular injury},428609006 | Neurovascular injury (disorder),Present,Suspected,No laterality
suspected {p non-progressive hereditary glomerulonephritis},399190000 | Non-progressive hereditary glomerulonephritis (disorder),Present,Suspected,No laterality
could be {p burn of left hand},12105701000119105 | Burn of left hand (disorder),Present,Suspected,Left
exclude {p retrograde intussusception},197053007 | Retrograde intussusception (disorder),Present,Suspected,No laterality
may {p surgically constructed interatrial communication},471275004 | Surgically constructed interatrial communication (disorder),Present,Suspected,No laterality
? {p prunus species poisoning},79026005 | Prunus species poisoning (disorder),Present,Suspected,No laterality
suspected {p acephalorhachia},7727004 | Acephalorhachia (disorder),Present,Suspected,No laterality
possibly {p crotalaria dura poisoning},54205001 | Crotalaria dura poisoning (disorder),Present,Suspected,No laterality
{p median nerve neuritis} suspected,17689009 | Median nerve neuritis (disorder),Present,Suspected,No laterality
quer {p chondrocalcinosis of bilateral wrists},16008271000119106 | Chondrocalcinosis of bilateral wrists (disorder),Present,Suspected,Bilateral
suspicion of {p chronic progressive non-hereditary chorea},3456001 | Chronic progressive non-hereditary chorea (disorder),Present,Suspected,No laterality
probably {p peanut-induced anaphylaxis},241933001 | Peanut-induced anaphylaxis (disorder),Present,Suspected,No laterality
prob {p acute milk alkali syndrome},88380005 | Acute milk alkali syndrome (disorder),Present,Suspected,No laterality
maybe {p parapsoriasis varioliformis},200985008 | Parapsoriasis varioliformis (disorder),Present,Suspected,No laterality
suspect {p animal bite of forearm},283807001 | Animal bite of forearm (disorder),Present,Suspected,No laterality
possibly {p spironolactone adverse reaction},293472002 | Spironolactone adverse reaction (disorder),Present,Suspected,No laterality
suspect {p uterovesical fistula},25474009 | Uterovesical fistula (disorder),Present,Suspected,No laterality
may {p venous insufficiency of flap},239205005 | Venous insufficiency of flap (disorder),Present,Suspected,No laterality
{p lyme carditis} suspected,77863005 | Lyme carditis (disorder),Present,Suspected,No laterality
quer {p disorder of abdominal wall},118928003 | Disorder of abdominal wall (disorder),Present,Suspected,No laterality
prob {p accidental amylobarbitone overdose},296038007 | Accidental amylobarbitone overdose (disorder),Present,Suspected,No laterality
probable {p phenoperidine poisoning},290208000 | Phenoperidine poisoning (disorder),Present,Suspected,No laterality
{p genital lentiginosis} suspected,239135006 | Genital lentiginosis (disorder),Present,Suspected,No laterality
suspicious {p post-traumatic uveitis},314030005 | Post-traumatic uveitis (disorder),Present,Suspected,No laterality
{p complex laceration of nose} suspected,110074000 | Complex laceration of nose (disorder),Present,Suspected,No laterality
pos {p laceration of anus},282077009 | Laceration of anus (disorder),Present,Suspected,No laterality
probably {p disease caused by sanguinicolidae},105676009 | Disease caused by Sanguinicolidae (disorder),Present,Suspected,No laterality
query {p injury of wrist},125598003 | Injury of wrist (disorder),Present,Suspected,No laterality
query {p cephradine adverse reaction},293000001 | Cephradine adverse reaction (disorder),Present,Suspected,No laterality
exclude {p accidental remoxipride overdose},296279001 | Accidental remoxipride overdose (disorder),Present,Suspected,No laterality
could have {p benign recurrent intrahepatic cholestasis},31155007 | Benign recurrent intrahepatic cholestasis (disorder),Present,Suspected,No laterality
susp {p pathological fracture of clavicle},424455005 | Pathological fracture of clavicle (disorder),Present,Suspected,No laterality
quer {p staphylococcal gastrointestinal tract infection},266077001 | Staphylococcal gastrointestinal tract infection (disorder),Present,Suspected,No laterality
probably {p ventricular escape complex},251186007 | Ventricular escape complex (disorder),Present,Suspected,No laterality
poss {p fracture of knee},878852003 | Fracture of knee (disorder),Present,Suspected,No laterality
pos {p congenital pes planus},23407003 | Congenital pes planus (disorder),Present,Suspected,No laterality
